sample_base,carrageenan,matrix,point_index,x_mean,y_mean,y_std,n
aMEM_10pct-L_3s,lambda,medium,27,197.0,0.1645,0.04737615433949869,2
aMEM_10pct-L_3s,lambda,medium,28,245.0,0.1291,0.04652762620207483,2
aMEM_10pct-L_3s,lambda,medium,29,309.0,0.0955,0.040305086527633205,2
aMEM_10pct-L_3s,lambda,medium,30,397.0,0.0662,0.0371938166904124,2
aMEM_10pct-L_3s,lambda,medium,31,493.0,0.03445,0.03090056633785213,2
aMEM_10pct-L_3s,lambda,medium,32,621.0,0.03005,0.015344217151748083,2
aMEM_10pct-L_3s,lambda,medium,33,797.5,0.0217,0.01131370849898476,2
aMEM_10pct-L_3s,lambda,medium,34,986.5,0.02465,0.00954594154601839,2
aMEM_10pct-L_3s,lambda,medium,35,1245.5,0.015550000000000001,0.006010407640085655,2
aMEM_10pct-L_3s,lambda,medium,36,1596.5,0.0284,0.007778174593052021,2
aMEM_10pct-L_3s,lambda,medium,37,1980.0,0.026699999999999998,0.018667619023324852,2
aMEM_10pct-L_3s,lambda,medium,38,2490.0,0.0173,0.006646803743153545,2
aMEM_10pct-L_3s,lambda,medium,39,3195.0,0.0219,0.002262741699796953,2
aMEM_10pct-L_3s,lambda,medium,40,3965.0,0.022150000000000003,0.004030508652763322,2
aMEM_10pct-L_3s-mean,lambda,medium,1,0.0278,0.00504,,1
aMEM_10pct-L_3s-mean,lambda,medium,2,0.0281,0.00367,,1
aMEM_10pct-L_3s-mean,lambda,medium,3,0.027,0.00232,,1
aMEM_10pct-L_3s-mean,lambda,medium,4,0.0171,0.00129,,1
aMEM_10pct-L_3s-mean,lambda,medium,5,0.0133,0.908,,1
aMEM_10pct-L_3s-mean,lambda,medium,6,0.0278,0.901,,1
aMEM_10pct-L_3s-mean,lambda,medium,7,0.0103,0.893,,1
aMEM_10pct-L_3s-mean,lambda,medium,8,0.0143,0.879,,1
aMEM_10pct-L_3s-mean,lambda,medium,9,1.5,0.866,,1
aMEM_10pct-L_3s-mean,lambda,medium,10,2.0,0.853,,1
aMEM_10pct-L_3s-mean,lambda,medium,11,2.5,0.829,,1
aMEM_10pct-L_3s-mean,lambda,medium,12,3.5,0.807,,1
aMEM_10pct-L_3s-mean,lambda,medium,13,4.5,0.786,,1
aMEM_10pct-L_3s-mean,lambda,medium,14,5.5,0.757,,1
aMEM_10pct-L_3s-mean,lambda,medium,15,7.5,0.723,,1
aMEM_10pct-L_3s-mean,lambda,medium,16,9.5,0.693,,1
aMEM_10pct-L_3s-mean,lambda,medium,17,11.5,0.654,,1
aMEM_10pct-L_3s-mean,lambda,medium,18,14.5,0.609,,1
aMEM_10pct-L_3s-mean,lambda,medium,19,18.5,0.572,,1
aMEM_10pct-L_3s-mean,lambda,medium,20,22.5,0.526,,1
aMEM_10pct-L_3s-mean,lambda,medium,21,28.5,0.488,,1
aMEM_10pct-L_3s-mean,lambda,medium,22,36.5,0.444,,1
aMEM_10pct-L_3s-mean,lambda,medium,23,44.5,0.392,,1
aMEM_10pct-L_3s-mean,lambda,medium,24,56.5,0.337,,1
aMEM_10pct-L_3s-mean,lambda,medium,25,68.5,0.294,,1
aMEM_10pct-L_3s-mean,lambda,medium,26,84.5,0.246,,1
aMEM_10pct-L_3s-mean,lambda,medium,27,109.0,0.198,,1
aMEM_10pct-L_3s-mean,lambda,medium,28,141.0,0.162,,1
aMEM_10pct-L_3s-mean,lambda,medium,29,173.0,0.124,,1
aMEM_10pct-L_3s-mean,lambda,medium,30,221.0,0.0925,,1
aMEM_10pct-L_3s-mean,lambda,medium,31,285.0,0.0563,,1
aMEM_10pct-L_3s-mean,lambda,medium,32,349.0,0.0409,,1
aMEM_10pct-L_3s-mean,lambda,medium,33,445.0,0.0297,,1
aMEM_10pct-L_3s-mean,lambda,medium,34,573.0,0.0314,,1
aMEM_10pct-L_3s-mean,lambda,medium,35,701.0,0.0113,,1
aMEM_10pct-L_3s-mean,lambda,medium,36,893.0,0.0229,,1
aMEM_10pct-L_3s-mean,lambda,medium,37,1150.0,0.0399,,1
aMEM_10pct-L_3s-mean,lambda,medium,38,1400.0,0.022,,1
aMEM_10pct-L_3s-mean,lambda,medium,39,1790.0,0.0203,,1
aMEM_10pct-L_3s-mean,lambda,medium,40,2300.0,0.025,,1
aMEM_10pct-i_2s,iota,medium,1,4.3415333333333335,0.5832966666666667,0.498053726051049,3
aMEM_10pct-i_2s,iota,medium,2,5.5077,0.5754266666666666,0.4936901316953108,3
aMEM_10pct-i_2s,iota,medium,3,7.0066,0.56194,0.4847601992738266,3
aMEM_10pct-i_2s,iota,medium,4,8.675266666666667,0.8450000000000001,0.06032412452742274,3
aMEM_10pct-i_2s,iota,medium,5,11.007166666666668,0.8306666666666667,0.06963715483370449,3
aMEM_10pct-i_2s,iota,medium,6,14.008066666666666,0.8126666666666665,0.08210562303115015,3
aMEM_10pct-i_2s,iota,medium,7,17.833333333333332,0.7853333333333333,0.09470656436242063,3
aMEM_10pct-i_2s,iota,medium,8,22.666666666666668,0.7586666666666666,0.10301617995894301,3
aMEM_10pct-i_2s,iota,medium,9,27.5,0.7323333333333334,0.1182891936456299,3
aMEM_10pct-i_2s,iota,medium,10,34.166666666666664,0.6953333333333335,0.13071470205502259,3
aMEM_10pct-i_2s,iota,medium,11,44.0,0.66,0.13919410907075058,3
aMEM_10pct-i_2s,iota,medium,12,56.333333333333336,0.623,0.15428220895488887,3
aMEM_10pct-i_2s,iota,medium,13,69.66666666666667,0.5826666666666667,0.15808331136882645,3
aMEM_10pct-i_2s,iota,medium,14,89.0,0.5373333333333333,0.16264173306176166,3
aMEM_10pct-i_2s,iota,medium,15,113.66666666666667,0.49433333333333335,0.17275801959195214,3
aMEM_10pct-i_2s,iota,medium,16,140.0,0.444,0.1765446119257113,3
aMEM_10pct-i_2s,iota,medium,17,177.33333333333334,0.39999999999999997,0.17170905625505023,3
aMEM_10pct-i_2s,iota,medium,18,226.66666666666666,0.35533333333333333,0.17360107526548715,3
aMEM_10pct-i_2s,iota,medium,19,279.5,0.308,0.16677229985821984,3
aMEM_10pct-i_2s,iota,medium,20,356.8333333333333,0.266,0.160521026660061,3
aMEM_10pct-i_2s,iota,medium,21,455.8333333333333,0.2269,0.1511877309837012,3
aMEM_10pct-i_2s,iota,medium,22,559.1666666666666,0.19099999999999998,0.12984991336154214,3
aMEM_10pct-i_2s,iota,medium,23,714.5,0.1559,0.11001513532237281,3
aMEM_10pct-i_2s,iota,medium,24,911.1666666666666,0.12456666666666667,0.10055776117900267,3
aMEM_10pct-i_2s,iota,medium,25,1121.3333333333333,0.09856666666666668,0.07978698724311711,3
aMEM_10pct-i_2s,iota,medium,26,1431.3333333333333,0.07523333333333333,0.06421575611431615,3
aMEM_10pct-i_2s,iota,medium,27,1824.6666666666667,0.0634,0.0490235657617844,3
aMEM_10pct-i_2s,iota,medium,28,2248.0,0.05356666666666667,0.04125849407495787,3
aMEM_10pct-i_2s,iota,medium,29,717.5,0.05405,0.032880465325174454,2
aMEM_10pct-i_2s,iota,medium,30,874.5,0.04195,0.010960155108391486,2
aMEM_10pct-i_2s,iota,medium,31,1117.5,0.03195,0.007848885271170676,2
aMEM_10pct-i_2s,iota,medium,32,1436.5,0.0295,0.0009899494936611692,2
aMEM_10pct-i_2s,iota,medium,33,1755.5,0.025500000000000002,0.009192388155425118,2
aMEM_10pct-i_2s,iota,medium,34,2236.5,0.0275,0.0009899494936611655,2
aMEM_10pct-i_2s,iota,medium,35,2875.0,0.017599999999999998,0.007071067811865473,2
aMEM_10pct-i_2s,iota,medium,36,3515.0,0.02215,0.013788582233137676,2
aMEM_10pct-i_2s,iota,medium,37,4475.0,0.02875,0.004030508652763324,2
aMEM_10pct-i_2s,iota,medium,38,5755.0,0.02375,0.006717514421272203,2
aMEM_10pct-i_2s,iota,medium,39,7055.0,0.022850000000000002,0.005586143571373727,2
aMEM_10pct-i_2s,iota,medium,40,8940.0,0.024800000000000003,0.0019798989873223345,2
aMEM_10pct-i_2s-mean,iota,medium,1,0.0246,0.00889,,1
aMEM_10pct-i_2s-mean,iota,medium,2,0.0231,0.00628,,1
aMEM_10pct-i_2s-mean,iota,medium,3,0.0198,0.00382,,1
aMEM_10pct-i_2s-mean,iota,medium,4,0.0258,0.895,,1
aMEM_10pct-i_2s-mean,iota,medium,5,0.0215,0.89,,1
aMEM_10pct-i_2s-mean,iota,medium,6,0.0242,0.882,,1
aMEM_10pct-i_2s-mean,iota,medium,7,1.5,0.868,,1
aMEM_10pct-i_2s-mean,iota,medium,8,2.0,0.85,,1
aMEM_10pct-i_2s-mean,iota,medium,9,2.5,0.837,,1
aMEM_10pct-i_2s-mean,iota,medium,10,3.5,0.81,,1
aMEM_10pct-i_2s-mean,iota,medium,11,4.5,0.785,,1
aMEM_10pct-i_2s-mean,iota,medium,12,5.5,0.762,,1
aMEM_10pct-i_2s-mean,iota,medium,13,7.5,0.729,,1
aMEM_10pct-i_2s-mean,iota,medium,14,9.5,0.691,,1
aMEM_10pct-i_2s-mean,iota,medium,15,11.5,0.657,,1
aMEM_10pct-i_2s-mean,iota,medium,16,14.5,0.612,,1
aMEM_10pct-i_2s-mean,iota,medium,17,18.5,0.562,,1
aMEM_10pct-i_2s-mean,iota,medium,18,22.5,0.52,,1
aMEM_10pct-i_2s-mean,iota,medium,19,28.5,0.469,,1
aMEM_10pct-i_2s-mean,iota,medium,20,36.5,0.428,,1
aMEM_10pct-i_2s-mean,iota,medium,21,44.5,0.38,,1
aMEM_10pct-i_2s-mean,iota,medium,22,56.5,0.326,,1
aMEM_10pct-i_2s-mean,iota,medium,23,68.5,0.273,,1
aMEM_10pct-i_2s-mean,iota,medium,24,84.5,0.232,,1
aMEM_10pct-i_2s-mean,iota,medium,25,109.0,0.186,,1
aMEM_10pct-i_2s-mean,iota,medium,26,141.0,0.147,,1
aMEM_10pct-i_2s-mean,iota,medium,27,173.0,0.12,,1
aMEM_10pct-i_2s-mean,iota,medium,28,221.0,0.101,,1
aMEM_10pct-i_2s-mean,iota,medium,29,285.0,0.0773,,1
aMEM_10pct-i_2s-mean,iota,medium,30,349.0,0.0497,,1
aMEM_10pct-i_2s-mean,iota,medium,31,445.0,0.0375,,1
aMEM_10pct-i_2s-mean,iota,medium,32,573.0,0.0288,,1
aMEM_10pct-i_2s-mean,iota,medium,33,701.0,0.019,,1
aMEM_10pct-i_2s-mean,iota,medium,34,893.0,0.0282,,1
aMEM_10pct-i_2s-mean,iota,medium,35,1150.0,0.0226,,1
aMEM_10pct-i_2s-mean,iota,medium,36,1400.0,0.0319,,1
aMEM_10pct-i_2s-mean,iota,medium,37,1790.0,0.0316,,1
aMEM_10pct-i_2s-mean,iota,medium,38,2300.0,0.0285,,1
aMEM_10pct-i_2s-mean,iota,medium,39,2810.0,0.0268,,1
aMEM_10pct-i_2s-mean,iota,medium,40,3580.0,0.0262,,1
aMEM_10pct-k_1s,kappa,medium,1,0.030733333333333335,0.008063333333333334,0.00367323200102217,3
aMEM_10pct-k_1s,kappa,medium,2,0.029466666666666665,0.005853333333333333,0.0028105218969674186,3
aMEM_10pct-k_1s,kappa,medium,3,0.03613333333333333,0.00369,0.0018792551716038993,3
aMEM_10pct-k_1s,kappa,medium,4,0.027,0.0020566666666666667,0.0011011963191608178,3
aMEM_10pct-k_1s,kappa,medium,5,0.027766666666666665,0.0011713333333333333,0.0006531595006836641,3
aMEM_10pct-k_1s,kappa,medium,6,0.029766666666666663,0.0005233333333333333,0.00030446236768003586,3
aMEM_10pct-k_1s,kappa,medium,7,0.02606666666666667,0.573773,0.49663202432686515,3
aMEM_10pct-k_1s,kappa,medium,8,0.029299999999999996,0.5683736666666667,0.49213369106405763,3
aMEM_10pct-k_1s,kappa,medium,9,0.029233333333333333,0.5633433666666666,0.48785282340271774,3
aMEM_10pct-k_1s,kappa,medium,10,0.0234,0.8416666666666667,0.019502136635080113,3
aMEM_10pct-k_1s,kappa,medium,11,0.021066666666666664,0.8303333333333334,0.0243789526709687,3
aMEM_10pct-k_1s,kappa,medium,12,0.0234,0.819,0.02722131517763235,3
aMEM_10pct-k_1s,kappa,medium,13,1.0101,0.7953333333333333,0.03385754470326121,3
aMEM_10pct-k_1s,kappa,medium,14,1.3439666666666668,0.7743333333333333,0.03914502948438449,3
aMEM_10pct-k_1s,kappa,medium,15,1.6762,0.7553333333333333,0.04428694314731302,3
aMEM_10pct-k_1s,kappa,medium,16,2.3396666666666666,0.7256666666666667,0.046715450691750114,3
aMEM_10pct-k_1s,kappa,medium,17,3.007466666666667,0.6930000000000001,0.05335728628781638,3
aMEM_10pct-k_1s,kappa,medium,18,3.6714333333333333,0.6636666666666667,0.059651767227244246,3
aMEM_10pct-k_1s,kappa,medium,19,5.5,0.6246666666666666,0.06653069467045516,3
aMEM_10pct-k_1s,kappa,medium,20,7.0,0.5796666666666667,0.07272780302836965,3
aMEM_10pct-k_1s,kappa,medium,21,8.5,0.5423333333333333,0.07731321577410512,3
aMEM_10pct-k_1s,kappa,medium,22,10.833333333333334,0.49533333333333335,0.08087232736439164,3
aMEM_10pct-k_1s,kappa,medium,23,13.833333333333334,0.4526666666666667,0.07616648431779778,3
aMEM_10pct-k_1s,kappa,medium,24,16.833333333333332,0.4086666666666667,0.07869138029881885,3
aMEM_10pct-k_1s,kappa,medium,25,21.5,0.35800000000000004,0.08007496487667042,3
aMEM_10pct-k_1s,kappa,medium,26,27.5,0.311,0.08508231308562313,3
aMEM_10pct-k_1s,kappa,medium,27,33.5,0.27066666666666667,0.08271235296697424,3
aMEM_10pct-k_1s,kappa,medium,28,42.5,0.227,0.07727224598780601,3
aMEM_10pct-k_1s,kappa,medium,29,51.833333333333336,0.18700000000000003,0.06710439627923048,3
aMEM_10pct-k_1s,kappa,medium,30,63.833333333333336,0.15733333333333333,0.061329710037903606,3
aMEM_10pct-k_1s,kappa,medium,31,82.16666666666667,0.12753333333333333,0.0533971285120589,3
aMEM_10pct-k_1s,kappa,medium,32,106.16666666666667,0.09920000000000001,0.04747883739098926,3
aMEM_10pct-k_1s,kappa,medium,33,130.16666666666666,0.08193333333333334,0.043646343871317946,3
aMEM_10pct-k_1s,kappa,medium,34,166.16666666666666,0.0642,0.033623206271859316,3
aMEM_10pct-k_1s,kappa,medium,35,212.83333333333334,0.05419999999999999,0.025986727381492266,3
aMEM_10pct-k_1s,kappa,medium,36,260.8333333333333,0.039599999999999996,0.023997708223911715,3
aMEM_10pct-k_1s,kappa,medium,37,333.0,0.0463,0.01364294689574067,3
aMEM_10pct-k_1s,kappa,medium,38,429.0,0.031900000000000005,0.00867582849069759,3
aMEM_10pct-k_1s,kappa,medium,39,525.0,0.034333333333333334,0.011943757086165699,3
aMEM_10pct-k_1s,kappa,medium,40,669.0,0.0388,0.012046161214262406,3
aMEM_10pct-k_1s-mean,kappa,medium,1,0.0293,0.00577,,1
aMEM_10pct-k_1s-mean,kappa,medium,2,0.0228,0.00403,,1
aMEM_10pct-k_1s-mean,kappa,medium,3,0.0323,0.00243,,1
aMEM_10pct-k_1s-mean,kappa,medium,4,0.0277,0.0013,,1
aMEM_10pct-k_1s-mean,kappa,medium,5,0.0223,0.000718,,1
aMEM_10pct-k_1s-mean,kappa,medium,6,0.0215,0.00031,,1
aMEM_10pct-k_1s-mean,kappa,medium,7,0.0263,0.863,,1
aMEM_10pct-k_1s-mean,kappa,medium,8,0.0304,0.856,,1
aMEM_10pct-k_1s-mean,kappa,medium,9,0.0278,0.848,,1
aMEM_10pct-k_1s-mean,kappa,medium,10,0.0163,0.833,,1
aMEM_10pct-k_1s-mean,kappa,medium,11,0.012,0.821,,1
aMEM_10pct-k_1s-mean,kappa,medium,12,0.0167,0.808,,1
aMEM_10pct-k_1s-mean,kappa,medium,13,1.5,0.781,,1
aMEM_10pct-k_1s-mean,kappa,medium,14,2.0,0.758,,1
aMEM_10pct-k_1s-mean,kappa,medium,15,2.5,0.736,,1
aMEM_10pct-k_1s-mean,kappa,medium,16,3.5,0.706,,1
aMEM_10pct-k_1s-mean,kappa,medium,17,4.5,0.67,,1
aMEM_10pct-k_1s-mean,kappa,medium,18,5.5,0.637,,1
aMEM_10pct-k_1s-mean,kappa,medium,19,7.5,0.594,,1
aMEM_10pct-k_1s-mean,kappa,medium,20,9.5,0.547,,1
aMEM_10pct-k_1s-mean,kappa,medium,21,11.5,0.507,,1
aMEM_10pct-k_1s-mean,kappa,medium,22,14.5,0.459,,1
aMEM_10pct-k_1s-mean,kappa,medium,23,18.5,0.418,,1
aMEM_10pct-k_1s-mean,kappa,medium,24,22.5,0.372,,1
aMEM_10pct-k_1s-mean,kappa,medium,25,28.5,0.32,,1
aMEM_10pct-k_1s-mean,kappa,medium,26,36.5,0.268,,1
aMEM_10pct-k_1s-mean,kappa,medium,27,44.5,0.228,,1
aMEM_10pct-k_1s-mean,kappa,medium,28,56.5,0.188,,1
aMEM_10pct-k_1s-mean,kappa,medium,29,68.5,0.156,,1
aMEM_10pct-k_1s-mean,kappa,medium,30,84.5,0.126,,1
aMEM_10pct-k_1s-mean,kappa,medium,31,109.0,0.101,,1
aMEM_10pct-k_1s-mean,kappa,medium,32,141.0,0.0704,,1
aMEM_10pct-k_1s-mean,kappa,medium,33,173.0,0.0619,,1
aMEM_10pct-k_1s-mean,kappa,medium,34,221.0,0.046,,1
aMEM_10pct-k_1s-mean,kappa,medium,35,285.0,0.0447,,1
aMEM_10pct-k_1s-mean,kappa,medium,36,349.0,0.0251,,1
aMEM_10pct-k_1s-mean,kappa,medium,37,445.0,0.0419,,1
aMEM_10pct-k_1s-mean,kappa,medium,38,573.0,0.0242,,1
aMEM_10pct-k_1s-mean,kappa,medium,39,701.0,0.0322,,1
aMEM_10pct-k_1s-mean,kappa,medium,40,893.0,0.0323,,1
i_2S-1mg_mL,iota,water,1,0.48733333333333334,0.19599999999999998,0.06797793759742937,3
i_2S-1mg_mL,iota,water,2,0.44333333333333336,0.162,0.05645352070508978,3
i_2S-1mg_mL,iota,water,3,0.40233333333333327,0.12183333333333334,0.0432039735826849,3
i_2S-1mg_mL,iota,water,4,0.36199999999999993,0.08333333333333333,0.030181506478857773,3
i_2S-1mg_mL,iota,water,5,0.3353333333333333,0.05686666666666667,0.02077530585414649,3
i_2S-1mg_mL,iota,water,6,0.32066666666666666,0.03213333333333333,0.011926580957396522,3
i_2S-1mg_mL,iota,water,7,0.31,0.015033333333333334,0.005727419430540539,3
i_2S-1mg_mL,iota,water,8,0.3046666666666667,0.007043333333333333,0.002752713812464588,3
i_2S-1mg_mL,iota,water,9,0.304,0.0022533333333333333,0.0009000185183280026,3
i_2S-1mg_mL,iota,water,10,0.3026666666666667,0.6337746666666667,0.5493769746952755,3
i_2S-1mg_mL,iota,water,11,0.287,0.9376666666666668,0.036018513757973526,3
i_2S-1mg_mL,iota,water,12,0.283,0.9363333333333334,0.03625373543972167,3
i_2S-1mg_mL,iota,water,13,0.26499999999999996,0.935,0.03649657518178933,3
i_2S-1mg_mL,iota,water,14,0.25899999999999995,0.9333333333333332,0.03625373543972167,3
i_2S-1mg_mL,iota,water,15,0.23666666666666666,0.9323333333333333,0.03625373543972167,3
i_2S-1mg_mL,iota,water,16,0.21166666666666667,0.9296666666666668,0.03592121007612815,3
i_2S-1mg_mL,iota,water,17,0.16766666666666666,0.9266666666666667,0.03674688195389277,3
i_2S-1mg_mL,iota,water,18,0.125,0.9246666666666666,0.03674688195389277,3
i_2S-1mg_mL,iota,water,19,1.0319333333333334,0.9216666666666667,0.0376474877426546,3
i_2S-1mg_mL,iota,water,20,1.3453,0.918,0.03732291521304296,3
i_2S-1mg_mL,iota,water,21,2.1666666666666665,0.9143333333333333,0.03789898855290641,3
i_2S-1mg_mL,iota,water,22,3.0,0.91,0.03732291521304296,3
i_2S-1mg_mL,iota,water,23,3.8333333333333335,0.9043333333333333,0.0378461799040977,3
i_2S-1mg_mL,iota,water,24,4.833333333333333,0.8983333333333333,0.03873413653785677,3
i_2S-1mg_mL,iota,water,25,6.5,0.8916666666666666,0.038423083339749455,3
i_2S-1mg_mL,iota,water,26,8.166666666666666,0.8843333333333333,0.039576929306520736,3
i_2S-1mg_mL,iota,water,27,10.166666666666666,0.876,0.03984971769034259,3
i_2S-1mg_mL,iota,water,28,12.833333333333334,0.8649999999999999,0.039837168574084245,3
i_2S-1mg_mL,iota,water,29,16.166666666666668,0.8513333333333333,0.04042688874169443,3
i_2S-1mg_mL,iota,water,30,19.833333333333332,0.8370000000000001,0.04243819034784586,3
i_2S-1mg_mL,iota,water,31,25.166666666666668,0.8203333333333335,0.043085186936270004,3
i_2S-1mg_mL,iota,water,32,31.833333333333332,0.7993333333333333,0.04488132499529544,3
i_2S-1mg_mL,iota,water,33,39.166666666666664,0.7786666666666666,0.047077949544700126,3
i_2S-1mg_mL,iota,water,34,49.833333333333336,0.7536666666666667,0.048086727205470546,3
i_2S-1mg_mL,iota,water,35,60.5,0.7236666666666666,0.05001333155602952,3
i_2S-1mg_mL,iota,water,36,75.16666666666667,0.6943333333333334,0.05435377938408084,3
i_2S-1mg_mL,iota,water,37,95.5,0.66,0.055865910893853676,3
i_2S-1mg_mL,iota,water,38,122.16666666666667,0.6183333333333333,0.06030201765557555,3
i_2S-1mg_mL,iota,water,39,151.66666666666666,0.5790000000000001,0.06609084656743318,3
i_2S-1mg_mL,iota,water,40,194.33333333333334,0.536,0.07014983962918234,3
i_2S-1mg_mL-mean,iota,water,1,0.575,0.272,,1
i_2S-1mg_mL-mean,iota,water,2,0.543,0.225,,1
i_2S-1mg_mL-mean,iota,water,3,0.51,0.17,,1
i_2S-1mg_mL-mean,iota,water,4,0.477,0.117,,1
i_2S-1mg_mL-mean,iota,water,5,0.458,0.08,,1
i_2S-1mg_mL-mean,iota,water,6,0.445,0.0454,,1
i_2S-1mg_mL-mean,iota,water,7,0.432,0.0214,,1
i_2S-1mg_mL-mean,iota,water,8,0.415,0.0101,,1
i_2S-1mg_mL-mean,iota,water,9,0.408,0.00325,,1
i_2S-1mg_mL-mean,iota,water,10,0.404,0.98,,1
i_2S-1mg_mL-mean,iota,water,11,0.388,0.979,,1
i_2S-1mg_mL-mean,iota,water,12,0.383,0.978,,1
i_2S-1mg_mL-mean,iota,water,13,0.358,0.977,,1
i_2S-1mg_mL-mean,iota,water,14,0.347,0.975,,1
i_2S-1mg_mL-mean,iota,water,15,0.323,0.974,,1
i_2S-1mg_mL-mean,iota,water,16,0.27,0.971,,1
i_2S-1mg_mL-mean,iota,water,17,0.22,0.969,,1
i_2S-1mg_mL-mean,iota,water,18,0.15,0.967,,1
i_2S-1mg_mL-mean,iota,water,19,1.5,0.965,,1
i_2S-1mg_mL-mean,iota,water,20,2.0,0.961,,1
i_2S-1mg_mL-mean,iota,water,21,2.5,0.958,,1
i_2S-1mg_mL-mean,iota,water,22,3.5,0.953,,1
i_2S-1mg_mL-mean,iota,water,23,4.5,0.948,,1
i_2S-1mg_mL-mean,iota,water,24,5.5,0.943,,1
i_2S-1mg_mL-mean,iota,water,25,7.5,0.936,,1
i_2S-1mg_mL-mean,iota,water,26,9.5,0.93,,1
i_2S-1mg_mL-mean,iota,water,27,11.5,0.922,,1
i_2S-1mg_mL-mean,iota,water,28,14.5,0.911,,1
i_2S-1mg_mL-mean,iota,water,29,18.5,0.898,,1
i_2S-1mg_mL-mean,iota,water,30,22.5,0.886,,1
i_2S-1mg_mL-mean,iota,water,31,28.5,0.87,,1
i_2S-1mg_mL-mean,iota,water,32,36.5,0.851,,1
i_2S-1mg_mL-mean,iota,water,33,44.5,0.833,,1
i_2S-1mg_mL-mean,iota,water,34,56.5,0.809,,1
i_2S-1mg_mL-mean,iota,water,35,68.5,0.781,,1
i_2S-1mg_mL-mean,iota,water,36,84.5,0.757,,1
i_2S-1mg_mL-mean,iota,water,37,109.0,0.724,,1
i_2S-1mg_mL-mean,iota,water,38,141.0,0.687,,1
i_2S-1mg_mL-mean,iota,water,39,173.0,0.655,,1
i_2S-1mg_mL-mean,iota,water,40,221.0,0.616,,1
i_2S-20ug_mL,iota,water,1,0.434,0.20486666666666667,0.17269815671666372,3
i_2S-20ug_mL,iota,water,2,0.41900000000000004,0.16880000000000003,0.14367087387497857,3
i_2S-20ug_mL,iota,water,3,0.4063333333333334,0.12623333333333334,0.10891769063532945,3
i_2S-20ug_mL,iota,water,4,0.39666666666666667,0.08603333333333334,0.07561919950206648,3
i_2S-20ug_mL,iota,water,5,0.3873333333333333,0.05856666666666666,0.052260341879223605,3
i_2S-20ug_mL,iota,water,6,0.37233333333333335,0.03283333333333333,0.029940162546875617,3
i_2S-20ug_mL,iota,water,7,0.35666666666666663,0.01527,0.01425650377897751,3
i_2S-20ug_mL,iota,water,8,0.34600000000000003,0.0070999999999999995,0.006760147927375554,3
i_2S-20ug_mL,iota,water,9,0.3313333333333333,0.002262333333333333,0.002217064801338322,3
i_2S-20ug_mL,iota,water,10,0.31466666666666665,0.7413333333333334,0.2765815129999353,3
i_2S-20ug_mL,iota,water,11,0.3053333333333333,0.7383333333333333,0.27822353123582727,3
i_2S-20ug_mL,iota,water,12,0.28933333333333333,0.7383333333333333,0.27822353123582727,3
i_2S-20ug_mL,iota,water,13,0.2714333333333333,0.735,0.2731281750387536,3
i_2S-20ug_mL,iota,water,14,0.24966666666666668,0.7360000000000001,0.2721635537686852,3
i_2S-20ug_mL,iota,water,15,0.22166666666666668,0.7363333333333334,0.27990415026100157,3
i_2S-20ug_mL,iota,water,16,0.18873333333333334,0.731,0.27598369517056626,3
i_2S-20ug_mL,iota,water,17,0.16133333333333336,0.7313333333333333,0.27534039538965827,3
i_2S-20ug_mL,iota,water,18,0.10726666666666668,0.73,0.27646157056632664,3
i_2S-20ug_mL,iota,water,19,1.5,0.7293333333333334,0.2767857173579109,3
i_2S-20ug_mL,iota,water,20,2.0,0.727,0.2784043821494195,3
i_2S-20ug_mL,iota,water,21,2.5,0.7233333333333333,0.2731836988792219,3
i_2S-20ug_mL,iota,water,22,3.5,0.7210000000000001,0.27480356620684526,3
i_2S-20ug_mL,iota,water,23,4.5,0.7183333333333334,0.2768290688011888,3
i_2S-20ug_mL,iota,water,24,5.5,0.7120000000000001,0.2736220020393097,3
i_2S-20ug_mL,iota,water,25,7.5,0.7083333333333334,0.27596799331323424,3
i_2S-20ug_mL,iota,water,26,9.5,0.7056666666666667,0.2782271254449022,3
i_2S-20ug_mL,iota,water,27,11.5,0.698,0.27594202289611497,3
i_2S-20ug_mL,iota,water,28,14.5,0.6886666666666666,0.2747823381029671,3
i_2S-20ug_mL,iota,water,29,18.5,0.6789999999999999,0.27725259241348854,3
i_2S-20ug_mL,iota,water,30,22.5,0.6696666666666666,0.27804016496422473,3
i_2S-20ug_mL,iota,water,31,28.5,0.657,0.2790483829016036,3
i_2S-20ug_mL,iota,water,32,36.5,0.6416666666666667,0.2797218856888629,3
i_2S-20ug_mL,iota,water,33,44.5,0.628,0.2807863956818421,3
i_2S-20ug_mL,iota,water,34,56.5,0.6093333333333334,0.28267000784188856,3
i_2S-20ug_mL,iota,water,35,68.5,0.5870000000000001,0.28608390377649706,3
i_2S-20ug_mL,iota,water,36,84.5,0.568,0.2886052667572094,3
i_2S-20ug_mL,iota,water,37,109.0,0.5419999999999999,0.292964161630736,3
i_2S-20ug_mL,iota,water,38,141.0,0.513,0.2992808045966196,3
i_2S-20ug_mL,iota,water,39,173.0,0.48866666666666664,0.3043720311285735,3
i_2S-20ug_mL,iota,water,40,221.0,0.45966666666666667,0.3130085195858626,3
i_2S-20ug_mL-mean,iota,water,1,0.798,0.401,,1
i_2S-20ug_mL-mean,iota,water,2,0.785,0.332,,1
i_2S-20ug_mL-mean,iota,water,3,0.771,0.25,,1
i_2S-20ug_mL-mean,iota,water,4,0.753,0.172,,1
