sample_base,carrageenan,matrix,point_index,delay_time_mean,corr_mean,corr_std,n
L_3S-1mg_mL,lambda,water,190,54500000.0,0.0,0.0,3
L_3S-1mg_mL,lambda,water,191,58700000.0,0.0,0.0,3
L_3S-1mg_mL,lambda,water,192,62900000.0,0.0,0.0,3
L_3S-35ug_mL,lambda,water,1,0.5,0.5705,0.13505739520663063,2
L_3S-35ug_mL,lambda,water,2,1.0,0.571,0.14142135623730953,2
L_3S-35ug_mL,lambda,water,3,1.5,0.5645,0.13222896808188442,2
L_3S-35ug_mL,lambda,water,4,2.0,0.5675,0.14071424945612293,2
L_3S-35ug_mL,lambda,water,5,2.5,0.562,0.13576450198781714,2
L_3S-35ug_mL,lambda,water,6,3.0,0.5695,0.13647160876900372,2
L_3S-35ug_mL,lambda,water,7,3.5,0.5655,0.14071424945612293,2
L_3S-35ug_mL,lambda,water,8,4.0,0.5630000000000001,0.13435028842544405,2
L_3S-35ug_mL,lambda,water,9,4.5,0.561,0.14000714267493644,2
L_3S-35ug_mL,lambda,water,10,5.5,0.5605,0.13505739520663057,2
L_3S-35ug_mL,lambda,water,11,6.5,0.5645,0.14071424945612293,2
L_3S-35ug_mL,lambda,water,12,7.5,0.5565,0.14071424945612293,2
L_3S-35ug_mL,lambda,water,13,8.5,0.558,0.13859292911256335,2
L_3S-35ug_mL,lambda,water,14,9.5,0.5565,0.13788582233137675,2
L_3S-35ug_mL,lambda,water,15,10.5,0.555,0.13576450198781714,2
L_3S-35ug_mL,lambda,water,16,11.5,0.554,0.1442497833620557,2
L_3S-35ug_mL,lambda,water,17,12.5,0.554,0.14000714267493644,2
L_3S-35ug_mL,lambda,water,18,14.5,0.5475,0.13930003589374984,2
L_3S-35ug_mL,lambda,water,19,16.5,0.547,0.13435028842544405,2
L_3S-35ug_mL,lambda,water,20,18.5,0.544,0.13859292911256335,2
L_3S-35ug_mL,lambda,water,21,20.5,0.545,0.13576450198781714,2
L_3S-35ug_mL,lambda,water,22,22.5,0.5415,0.14071424945612293,2
L_3S-35ug_mL,lambda,water,23,24.5,0.5405,0.14071424945612293,2
L_3S-35ug_mL,lambda,water,24,26.5,0.5395,0.13647160876900366,2
L_3S-35ug_mL,lambda,water,25,28.5,0.5375,0.13647160876900366,2
L_3S-35ug_mL,lambda,water,26,32.5,0.5355,0.13788582233137675,2
L_3S-35ug_mL,lambda,water,27,36.5,0.5315,0.13647160876900366,2
L_3S-35ug_mL,lambda,water,28,40.5,0.528,0.13859292911256335,2
L_3S-35ug_mL,lambda,water,29,44.5,0.5245,0.13788582233137675,2
L_3S-35ug_mL,lambda,water,30,48.5,0.5245,0.13930003589374984,2
L_3S-35ug_mL,lambda,water,31,52.5,0.521,0.13717871555019023,2
L_3S-35ug_mL,lambda,water,32,56.5,0.5175,0.13788582233137675,2
L_3S-35ug_mL,lambda,water,33,60.5,0.5165,0.13647160876900366,2
L_3S-35ug_mL,lambda,water,34,68.5,0.5105,0.13647160876900366,2
L_3S-35ug_mL,lambda,water,35,76.5,0.506,0.13859292911256335,2
L_3S-35ug_mL,lambda,water,36,84.5,0.5025,0.13647160876900358,2
L_3S-35ug_mL,lambda,water,37,92.5,0.4995,0.13647160876900363,2
L_3S-35ug_mL,lambda,water,38,101.0,0.4945,0.13647160876900363,2
L_3S-35ug_mL,lambda,water,39,109.0,0.4905,0.13505739520663054,2
L_3S-35ug_mL,lambda,water,40,117.0,0.4865,0.13647160876900363,2
L_3S-35ug_mL,lambda,water,41,125.0,0.483,0.1357645019878171,2
L_3S-35ug_mL,lambda,water,42,141.0,0.476,0.1357645019878171,2
L_3S-35ug_mL,lambda,water,43,157.0,0.4695,0.13505739520663054,2
L_3S-35ug_mL,lambda,water,44,173.0,0.4635,0.13364318164425754,2
L_3S-35ug_mL,lambda,water,45,189.0,0.4575,0.13222896808188442,2
L_3S-35ug_mL,lambda,water,46,205.0,0.452,0.13293607486307096,2
L_3S-35ug_mL,lambda,water,47,221.0,0.447,0.13293607486307096,2
L_3S-35ug_mL,lambda,water,48,237.0,0.441,0.13293607486307096,2
L_3S-35ug_mL,lambda,water,49,253.0,0.43600000000000005,0.13152186130069785,2
L_3S-35ug_mL,lambda,water,50,285.0,0.4265,0.13081475451951127,2
L_3S-35ug_mL,lambda,water,51,317.0,0.41700000000000004,0.13010764773832476,2
L_3S-35ug_mL,lambda,water,52,349.0,0.4085,0.12940054095713818,2
L_3S-35ug_mL,lambda,water,53,381.0,0.401,0.12869343417595167,2
L_3S-35ug_mL,lambda,water,54,413.0,0.394,0.12869343417595167,2
L_3S-35ug_mL,lambda,water,55,445.0,0.38649999999999995,0.12798632739476506,2
L_3S-35ug_mL,lambda,water,56,477.0,0.37949999999999995,0.12798632739476506,2
L_3S-35ug_mL,lambda,water,57,509.0,0.3725,0.12798632739476515,2
L_3S-35ug_mL,lambda,water,58,573.0,0.36,0.12586500705120543,2
L_3S-35ug_mL,lambda,water,59,637.0,0.34850000000000003,0.12374368670764584,2
L_3S-35ug_mL,lambda,water,60,701.0,0.3375,0.12374368670764584,2
L_3S-35ug_mL,lambda,water,61,765.0,0.32699999999999996,0.12303657992645924,2
L_3S-35ug_mL,lambda,water,62,829.0,0.317,0.12162236636408617,2
L_3S-35ug_mL,lambda,water,63,893.0,0.3075,0.12091525958289963,2
L_3S-35ug_mL,lambda,water,64,957.0,0.299,0.12020815280171307,2
L_3S-35ug_mL,lambda,water,65,1020.0,0.29,0.12020815280171307,2
L_3S-35ug_mL,lambda,water,66,1150.0,0.27449999999999997,0.1195010460205265,2
L_3S-35ug_mL,lambda,water,67,1280.0,0.26049999999999995,0.1180868324581534,2
L_3S-35ug_mL,lambda,water,68,1400.0,0.247,0.11737972567696689,2
L_3S-35ug_mL,lambda,water,69,1530.0,0.235,0.11596551211459379,2
L_3S-35ug_mL,lambda,water,70,1660.0,0.22349999999999998,0.11525840533340724,2
L_3S-35ug_mL,lambda,water,71,1790.0,0.2135,0.11525840533340723,2
L_3S-35ug_mL,lambda,water,72,1920.0,0.204,0.11455129855222068,2
L_3S-35ug_mL,lambda,water,73,2040.0,0.1955,0.11384419177103416,2
L_3S-35ug_mL,lambda,water,74,2300.0,0.17935,0.11405632380539012,2
L_3S-35ug_mL,lambda,water,75,2560.0,0.16599999999999998,0.1131370849898476,2
L_3S-35ug_mL,lambda,water,76,2810.0,0.1555,0.11242997820866105,2
L_3S-35ug_mL,lambda,water,77,3070.0,0.1464,0.11115718600252528,2
L_3S-35ug_mL,lambda,water,78,3320.0,0.13905,0.11023794718698275,2
L_3S-35ug_mL,lambda,water,79,3580.0,0.1328,0.10917728701520293,2
L_3S-35ug_mL,lambda,water,80,3840.0,0.12865,0.1079752054871858,2
L_3S-35ug_mL,lambda,water,81,4090.0,0.1252,0.10578317446550752,2
L_3S-35ug_mL,lambda,water,82,4600.0,0.1202,0.10295474734076132,2
L_3S-35ug_mL,lambda,water,83,5120.0,0.1173,0.09998489885977782,2
L_3S-35ug_mL,lambda,water,84,5630.0,0.1154,0.09560083681642122,2
L_3S-35ug_mL,lambda,water,85,6140.0,0.11499999999999999,0.09333809511662428,2
L_3S-35ug_mL,lambda,water,86,6650.0,0.11455,0.09114606409494598,2
L_3S-35ug_mL,lambda,water,87,7160.0,0.11424999999999999,0.0901561146012848,2
L_3S-35ug_mL,lambda,water,88,7680.0,0.11324999999999999,0.0901561146012848,2
L_3S-35ug_mL,lambda,water,89,8190.0,0.1119,0.09065108934811537,2
L_3S-35ug_mL,lambda,water,90,9210.0,0.10844999999999999,0.09128748545118327,2
L_3S-35ug_mL,lambda,water,91,10200.0,0.10595,0.09199459223236983,2
L_3S-35ug_mL,lambda,water,92,11300.0,0.10385,0.09213601358860715,2
L_3S-35ug_mL,lambda,water,93,12300.0,0.10200000000000001,0.09050966799187808,2
L_3S-35ug_mL,lambda,water,94,13300.0,0.1024,0.09135819612930195,2
L_3S-35ug_mL,lambda,water,95,14300.0,0.10305,0.09326738443850563,2
L_3S-35ug_mL,lambda,water,96,15400.0,0.10270000000000001,0.09234814562296312,2
L_3S-35ug_mL,lambda,water,97,16400.0,0.1003,0.09149961748553925,2
L_3S-35ug_mL,lambda,water,98,18400.0,0.0978,0.08796408357960651,2
L_3S-35ug_mL,lambda,water,99,20500.0,0.09605,0.08619631662664015,2
L_3S-35ug_mL,lambda,water,100,22500.0,0.0952,0.0845699710299111,2
L_3S-35ug_mL,lambda,water,101,24600.0,0.09534999999999999,0.08152941187080892,2
L_3S-35ug_mL,lambda,water,102,26600.0,0.09185,0.07940809152724927,2
L_3S-35ug_mL,lambda,water,103,28700.0,0.0885,0.07848885271170676,2
L_3S-35ug_mL,lambda,water,104,30700.0,0.08839999999999999,0.07863027406794408,2
L_3S-35ug_mL,lambda,water,105,32800.0,0.08589999999999999,0.07792316728675752,2
L_3S-35ug_mL,lambda,water,106,36900.0,0.08370000000000001,0.07679179643685907,2
L_3S-35ug_mL,lambda,water,107,41000.0,0.07965,0.06837722574073915,2
L_3S-35ug_mL,lambda,water,108,45100.0,0.0731,0.05925554826343269,2
L_3S-35ug_mL,lambda,water,109,49100.0,0.0685,0.05303300858899107,2
L_3S-35ug_mL,lambda,water,110,53200.0,0.066,0.04949747468305833,2
L_3S-35ug_mL,lambda,water,111,57300.0,0.06225,0.04376990975544729,2
L_3S-35ug_mL,lambda,water,112,61400.0,0.05645,0.03995153313703993,2
L_3S-35ug_mL,lambda,water,113,65500.0,0.05355,0.03655742058734451,2
L_3S-35ug_mL,lambda,water,114,73700.0,0.0477,0.03026417023478423,2
L_3S-35ug_mL,lambda,water,115,81900.0,0.0424,0.022344574285494904,2
L_3S-35ug_mL,lambda,water,116,90100.0,0.0359,0.014707821048680191,2
L_3S-35ug_mL,lambda,water,117,98300.0,0.029449999999999997,0.005868986283848342,2
L_3S-35ug_mL,lambda,water,118,106000.0,0.0278,0.002404163056034258,2
L_3S-35ug_mL,lambda,water,119,115000.0,0.02325,0.0013435028842544395,2
L_3S-35ug_mL,lambda,water,120,123000.0,0.021699999999999997,0.0035355339059327394,2
L_3S-35ug_mL,lambda,water,121,131000.0,0.0205,0.005515432893255071,2
L_3S-35ug_mL,lambda,water,122,147000.0,0.0181,0.007495331880577404,2
L_3S-35ug_mL,lambda,water,123,164000.0,0.0162,0.00806101730552664,2
L_3S-35ug_mL,lambda,water,124,180000.0,0.014249999999999999,0.008414570696119915,2
L_3S-35ug_mL,lambda,water,125,197000.0,0.01554,0.009701505037879431,2
L_3S-35ug_mL,lambda,water,126,213000.0,0.013665,0.01122178461743051,2
L_3S-35ug_mL,lambda,water,127,229000.0,0.01311,0.009885352800987934,2
L_3S-35ug_mL,lambda,water,128,246000.0,0.012635,0.009142890680742057,2
L_3S-35ug_mL,lambda,water,129,262000.0,0.012155000000000001,0.007841814203358813,2
L_3S-35ug_mL,lambda,water,130,295000.0,0.01145,0.006576093065034893,2
L_3S-35ug_mL,lambda,water,131,328000.0,0.01268,0.004836610383315985,2
L_3S-35ug_mL,lambda,water,132,360000.0,0.01069,0.0035496760415564686,2
L_3S-35ug_mL,lambda,water,133,393000.0,0.00844,0.006590235200658624,2
L_3S-35ug_mL,lambda,water,134,426000.0,0.007225,0.008167083322704624,2
L_3S-35ug_mL,lambda,water,135,459000.0,0.00784,0.00758018469431979,2
L_3S-35ug_mL,lambda,water,136,492000.0,0.007645,0.004744686501761733,2
L_3S-35ug_mL,lambda,water,137,524000.0,0.008505,0.0032456201256462532,2
L_3S-35ug_mL,lambda,water,138,590000.0,0.009305,0.0009263098833543769,2
L_3S-35ug_mL,lambda,water,139,655000.0,0.009430000000000001,0.001513208511739212,2
L_3S-35ug_mL,lambda,water,140,721000.0,0.01006,0.0004808326112068524,2
L_3S-35ug_mL,lambda,water,141,786000.0,0.00822,0.0013152186130069787,2
