sample_base,carrageenan,matrix,point_index,delay_time_mean,corr_mean,corr_std,n
L_3S-35ug_mL,lambda,water,142,852000.0,0.006869999999999999,0.0005515432893255076,2
L_3S-35ug_mL,lambda,water,143,918000.0,0.005375,0.0003464823227814086,2
L_3S-35ug_mL,lambda,water,144,983000.0,0.004314999999999999,0.0016475588001646558,2
L_3S-35ug_mL,lambda,water,145,1050000.0,0.0035250000000000004,0.00096873629022557,2
L_3S-35ug_mL,lambda,water,146,1180000.0,0.004365,0.0008273149339882608,2
L_3S-35ug_mL,lambda,water,147,1310000.0,0.003445,0.00020506096654409884,2
L_3S-35ug_mL,lambda,water,148,1440000.0,0.00415,0.0017960512242138306,2
L_3S-35ug_mL,lambda,water,149,1570000.0,0.002805,0.0008697413408594534,2
L_3S-35ug_mL,lambda,water,150,1700000.0,0.002725,0.0002757716446627533,2
L_3S-35ug_mL,lambda,water,151,1840000.0,0.0070149999999999995,0.007191275964667188,2
L_3S-35ug_mL,lambda,water,152,1970000.0,0.006885,0.0062437528778772145,2
L_3S-35ug_mL,lambda,water,153,2100000.0,0.004535,0.0024819448019647817,2
L_3S-35ug_mL,lambda,water,154,2360000.0,0.00929,0.008358002153624993,2
L_3S-35ug_mL,lambda,water,155,2620000.0,0.004795000000000001,0.0016334166645409253,2
L_3S-35ug_mL,lambda,water,156,2880000.0,0.00533,0.004200214280248092,2
L_3S-35ug_mL,lambda,water,157,3150000.0,0.00796,0.007834743135546947,2
L_3S-35ug_mL,lambda,water,158,3410000.0,0.00583,0.006180113267570427,2
L_3S-35ug_mL,lambda,water,159,3670000.0,0.0045899999999999995,0.0054447222151364156,2
L_3S-35ug_mL,lambda,water,160,3930000.0,0.004445,0.004744686501761733,2
L_3S-35ug_mL,lambda,water,161,4190000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,162,4720000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,163,5240000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,164,5770000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,165,6290000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,166,6820000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,167,7340000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,168,7860000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,169,8390000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,170,9440000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,171,10500000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,172,11500000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,173,12600000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,174,13600000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,175,14700000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,176,15700000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,177,16800000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,178,18900000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,179,21000000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,180,23100000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,181,25200000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,182,27300000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,183,29400000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,184,31500000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,185,33600000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,186,37700000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,187,41900000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,188,46100000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,189,50300000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,190,54500000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,191,58700000.0,0.0,0.0,2
L_3S-35ug_mL,lambda,water,192,62900000.0,0.0,0.0,2
aMEM-Ctrl,,medium,1,0.5,0.336,,1
aMEM-Ctrl,,medium,2,1.0,0.334,,1
aMEM-Ctrl,,medium,3,1.5,0.329,,1
aMEM-Ctrl,,medium,4,2.0,0.324,,1
aMEM-Ctrl,,medium,5,2.5,0.321,,1
aMEM-Ctrl,,medium,6,3.0,0.314,,1
aMEM-Ctrl,,medium,7,3.5,0.315,,1
aMEM-Ctrl,,medium,8,4.0,0.314,,1
aMEM-Ctrl,,medium,9,4.5,0.314,,1
aMEM-Ctrl,,medium,10,5.5,0.313,,1
aMEM-Ctrl,,medium,11,6.5,0.312,,1
aMEM-Ctrl,,medium,12,7.5,0.311,,1
aMEM-Ctrl,,medium,13,8.5,0.312,,1
aMEM-Ctrl,,medium,14,9.5,0.307,,1
aMEM-Ctrl,,medium,15,10.5,0.306,,1
aMEM-Ctrl,,medium,16,11.5,0.307,,1
aMEM-Ctrl,,medium,17,12.5,0.307,,1
aMEM-Ctrl,,medium,18,14.5,0.305,,1
aMEM-Ctrl,,medium,19,16.5,0.305,,1
aMEM-Ctrl,,medium,20,18.5,0.303,,1
aMEM-Ctrl,,medium,21,20.5,0.303,,1
aMEM-Ctrl,,medium,22,22.5,0.302,,1
aMEM-Ctrl,,medium,23,24.5,0.301,,1
aMEM-Ctrl,,medium,24,26.5,0.3,,1
aMEM-Ctrl,,medium,25,28.5,0.299,,1
aMEM-Ctrl,,medium,26,32.5,0.299,,1
aMEM-Ctrl,,medium,27,36.5,0.296,,1
aMEM-Ctrl,,medium,28,40.5,0.295,,1
aMEM-Ctrl,,medium,29,44.5,0.294,,1
aMEM-Ctrl,,medium,30,48.5,0.292,,1
aMEM-Ctrl,,medium,31,52.5,0.293,,1
aMEM-Ctrl,,medium,32,56.5,0.29,,1
aMEM-Ctrl,,medium,33,60.5,0.289,,1
aMEM-Ctrl,,medium,34,68.5,0.286,,1
aMEM-Ctrl,,medium,35,76.5,0.284,,1
aMEM-Ctrl,,medium,36,84.5,0.281,,1
aMEM-Ctrl,,medium,37,92.5,0.279,,1
aMEM-Ctrl,,medium,38,101.0,0.276,,1
aMEM-Ctrl,,medium,39,109.0,0.276,,1
aMEM-Ctrl,,medium,40,117.0,0.272,,1
aMEM-Ctrl,,medium,41,125.0,0.27,,1
aMEM-Ctrl,,medium,42,141.0,0.267,,1
aMEM-Ctrl,,medium,43,157.0,0.262,,1
aMEM-Ctrl,,medium,44,173.0,0.26,,1
aMEM-Ctrl,,medium,45,189.0,0.256,,1
aMEM-Ctrl,,medium,46,205.0,0.252,,1
aMEM-Ctrl,,medium,47,221.0,0.249,,1
aMEM-Ctrl,,medium,48,237.0,0.245,,1
aMEM-Ctrl,,medium,49,253.0,0.243,,1
aMEM-Ctrl,,medium,50,285.0,0.237,,1
aMEM-Ctrl,,medium,51,317.0,0.231,,1
aMEM-Ctrl,,medium,52,349.0,0.226,,1
aMEM-Ctrl,,medium,53,381.0,0.221,,1
aMEM-Ctrl,,medium,54,413.0,0.216,,1
aMEM-Ctrl,,medium,55,445.0,0.212,,1
aMEM-Ctrl,,medium,56,477.0,0.208,,1
aMEM-Ctrl,,medium,57,509.0,0.203,,1
aMEM-Ctrl,,medium,58,573.0,0.195,,1
aMEM-Ctrl,,medium,59,637.0,0.188,,1
aMEM-Ctrl,,medium,60,701.0,0.181,,1
aMEM-Ctrl,,medium,61,765.0,0.175,,1
aMEM-Ctrl,,medium,62,829.0,0.169,,1
aMEM-Ctrl,,medium,63,893.0,0.163,,1
aMEM-Ctrl,,medium,64,957.0,0.157,,1
aMEM-Ctrl,,medium,65,1020.0,0.153,,1
aMEM-Ctrl,,medium,66,1150.0,0.144,,1
aMEM-Ctrl,,medium,67,1280.0,0.136,,1
aMEM-Ctrl,,medium,68,1400.0,0.128,,1
aMEM-Ctrl,,medium,69,1530.0,0.121,,1
aMEM-Ctrl,,medium,70,1660.0,0.115,,1
aMEM-Ctrl,,medium,71,1790.0,0.109,,1
aMEM-Ctrl,,medium,72,1920.0,0.104,,1
aMEM-Ctrl,,medium,73,2040.0,0.0999,,1
aMEM-Ctrl,,medium,74,2300.0,0.092,,1
aMEM-Ctrl,,medium,75,2560.0,0.0856,,1
aMEM-Ctrl,,medium,76,2810.0,0.0805,,1
aMEM-Ctrl,,medium,77,3070.0,0.0766,,1
aMEM-Ctrl,,medium,78,3320.0,0.0736,,1
aMEM-Ctrl,,medium,79,3580.0,0.0714,,1
aMEM-Ctrl,,medium,80,3840.0,0.0693,,1
aMEM-Ctrl,,medium,81,4090.0,0.0677,,1
aMEM-Ctrl,,medium,82,4600.0,0.066,,1
aMEM-Ctrl,,medium,83,5120.0,0.0645,,1
aMEM-Ctrl,,medium,84,5630.0,0.063,,1
aMEM-Ctrl,,medium,85,6140.0,0.0621,,1
aMEM-Ctrl,,medium,86,6650.0,0.0612,,1
aMEM-Ctrl,,medium,87,7160.0,0.0599,,1
aMEM-Ctrl,,medium,88,7680.0,0.0591,,1
aMEM-Ctrl,,medium,89,8190.0,0.0592,,1
aMEM-Ctrl,,medium,90,9210.0,0.0579,,1
aMEM-Ctrl,,medium,91,10200.0,0.0549,,1
aMEM-Ctrl,,medium,92,11300.0,0.0533,,1
aMEM-Ctrl,,medium,93,12300.0,0.0517,,1
aMEM-Ctrl,,medium,94,13300.0,0.0512,,1
aMEM-Ctrl,,medium,95,14300.0,0.0524,,1
aMEM-Ctrl,,medium,96,15400.0,0.0533,,1
aMEM-Ctrl,,medium,97,16400.0,0.0532,,1
aMEM-Ctrl,,medium,98,18400.0,0.0516,,1
aMEM-Ctrl,,medium,99,20500.0,0.0504,,1
aMEM-Ctrl,,medium,100,22500.0,0.0516,,1
aMEM-Ctrl,,medium,101,24600.0,0.0507,,1
aMEM-Ctrl,,medium,102,26600.0,0.0504,,1
aMEM-Ctrl,,medium,103,28700.0,0.0479,,1
aMEM-Ctrl,,medium,104,30700.0,0.0455,,1
aMEM-Ctrl,,medium,105,32800.0,0.0454,,1
aMEM-Ctrl,,medium,106,36900.0,0.0464,,1
aMEM-Ctrl,,medium,107,41000.0,0.047,,1
aMEM-Ctrl,,medium,108,45100.0,0.0444,,1
aMEM-Ctrl,,medium,109,49100.0,0.0422,,1
aMEM-Ctrl,,medium,110,53200.0,0.0398,,1
aMEM-Ctrl,,medium,111,57300.0,0.042,,1
aMEM-Ctrl,,medium,112,61400.0,0.0422,,1
aMEM-Ctrl,,medium,113,65500.0,0.0412,,1
aMEM-Ctrl,,medium,114,73700.0,0.039,,1
aMEM-Ctrl,,medium,115,81900.0,0.0403,,1
aMEM-Ctrl,,medium,116,90100.0,0.0405,,1
aMEM-Ctrl,,medium,117,98300.0,0.0397,,1
aMEM-Ctrl,,medium,118,106000.0,0.0358,,1
aMEM-Ctrl,,medium,119,115000.0,0.0338,,1
aMEM-Ctrl,,medium,120,123000.0,0.035,,1
aMEM-Ctrl,,medium,121,131000.0,0.0354,,1
aMEM-Ctrl,,medium,122,147000.0,0.033,,1
aMEM-Ctrl,,medium,123,164000.0,0.0338,,1
aMEM-Ctrl,,medium,124,180000.0,0.031,,1
aMEM-Ctrl,,medium,125,197000.0,0.0278,,1
aMEM-Ctrl,,medium,126,213000.0,0.0269,,1
aMEM-Ctrl,,medium,127,229000.0,0.0279,,1
aMEM-Ctrl,,medium,128,246000.0,0.0291,,1
aMEM-Ctrl,,medium,129,262000.0,0.0269,,1
aMEM-Ctrl,,medium,130,295000.0,0.0259,,1
aMEM-Ctrl,,medium,131,328000.0,0.0254,,1
aMEM-Ctrl,,medium,132,360000.0,0.0235,,1
aMEM-Ctrl,,medium,133,393000.0,0.0225,,1
aMEM-Ctrl,,medium,134,426000.0,0.0215,,1
aMEM-Ctrl,,medium,135,459000.0,0.0204,,1
aMEM-Ctrl,,medium,136,492000.0,0.0198,,1
aMEM-Ctrl,,medium,137,524000.0,0.0184,,1
aMEM-Ctrl,,medium,138,590000.0,0.0149,,1
aMEM-Ctrl,,medium,139,655000.0,0.0108,,1
aMEM-Ctrl,,medium,140,721000.0,0.00909,,1
aMEM-Ctrl,,medium,141,786000.0,0.00791,,1
aMEM-Ctrl,,medium,142,852000.0,0.0064,,1
aMEM-Ctrl,,medium,143,918000.0,0.00699,,1
aMEM-Ctrl,,medium,144,983000.0,0.00573,,1
aMEM-Ctrl,,medium,145,1050000.0,0.00477,,1
aMEM-Ctrl,,medium,146,1180000.0,0.0036,,1
aMEM-Ctrl,,medium,147,1310000.0,0.0028,,1
aMEM-Ctrl,,medium,148,1440000.0,0.00253,,1
aMEM-Ctrl,,medium,149,1570000.0,0.00241,,1
aMEM-Ctrl,,medium,150,1700000.0,0.00245,,1
aMEM-Ctrl,,medium,151,1840000.0,0.00106,,1
aMEM-Ctrl,,medium,152,1970000.0,0.000576,,1
aMEM-Ctrl,,medium,153,2100000.0,0.00251,,1
aMEM-Ctrl,,medium,154,2360000.0,0.00397,,1
aMEM-Ctrl,,medium,155,2620000.0,0.00457,,1
aMEM-Ctrl,,medium,156,2880000.0,0.00523,,1
aMEM-Ctrl,,medium,157,3150000.0,0.00441,,1
aMEM-Ctrl,,medium,158,3410000.0,0.00303,,1
aMEM-Ctrl,,medium,159,3670000.0,0.00177,,1
aMEM-Ctrl,,medium,160,3930000.0,0.00282,,1
aMEM-Ctrl,,medium,161,4190000.0,0.0,,1
aMEM-Ctrl,,medium,162,4720000.0,0.0,,1
aMEM-Ctrl,,medium,163,5240000.0,0.0,,1
aMEM-Ctrl,,medium,164,5770000.0,0.0,,1
aMEM-Ctrl,,medium,165,6290000.0,0.0,,1
aMEM-Ctrl,,medium,166,6820000.0,0.0,,1
aMEM-Ctrl,,medium,167,7340000.0,0.0,,1
aMEM-Ctrl,,medium,168,7860000.0,0.0,,1
aMEM-Ctrl,,medium,169,8390000.0,0.0,,1
aMEM-Ctrl,,medium,170,9440000.0,0.0,,1
aMEM-Ctrl,,medium,171,10500000.0,0.0,,1
aMEM-Ctrl,,medium,172,11500000.0,0.0,,1
aMEM-Ctrl,,medium,173,12600000.0,0.0,,1
aMEM-Ctrl,,medium,174,13600000.0,0.0,,1
aMEM-Ctrl,,medium,175,14700000.0,0.0,,1
aMEM-Ctrl,,medium,176,15700000.0,0.0,,1
aMEM-Ctrl,,medium,177,16800000.0,0.0,,1
aMEM-Ctrl,,medium,178,18900000.0,0.0,,1
aMEM-Ctrl,,medium,179,21000000.0,0.0,,1
aMEM-Ctrl,,medium,180,23100000.0,0.0,,1
aMEM-Ctrl,,medium,181,25200000.0,0.0,,1
aMEM-Ctrl,,medium,182,27300000.0,0.0,,1
aMEM-Ctrl,,medium,183,29400000.0,0.0,,1
aMEM-Ctrl,,medium,184,31500000.0,0.0,,1
aMEM-Ctrl,,medium,185,33600000.0,0.0,,1
aMEM-Ctrl,,medium,186,37700000.0,0.0,,1
aMEM-Ctrl,,medium,187,41900000.0,0.0,,1
aMEM-Ctrl,,medium,188,46100000.0,0.0,,1
aMEM-Ctrl,,medium,189,50300000.0,0.0,,1
aMEM-Ctrl,,medium,190,54500000.0,0.0,,1
aMEM-Ctrl,,medium,191,58700000.0,0.0,,1
aMEM-Ctrl,,medium,192,62900000.0,0.0,,1
aMEM_10pct-Ctrl,,medium,1,0.5,0.757,0.003605551275463969,3
aMEM_10pct-Ctrl,,medium,2,1.0,0.75,0.0009999999999999731,3
aMEM_10pct-Ctrl,,medium,3,1.5,0.7326666666666667,0.002081665999466177,3
aMEM_10pct-Ctrl,,medium,4,2.0,0.7173333333333334,0.0032145502536642797,3
aMEM_10pct-Ctrl,,medium,5,2.5,0.7040000000000001,0.0036055512754639618,3
aMEM_10pct-Ctrl,,medium,6,3.0,0.6890000000000001,0.0026457513110645457,3
aMEM_10pct-Ctrl,,medium,7,3.5,0.674,0.004582575694955844,3
aMEM_10pct-Ctrl,,medium,8,4.0,0.6623333333333333,0.001527525231651936,3
aMEM_10pct-Ctrl,,medium,9,4.5,0.6483333333333333,0.002081665999466097,3
aMEM_10pct-Ctrl,,medium,10,5.5,0.6233333333333334,0.0011547005383792366,3
aMEM_10pct-Ctrl,,medium,11,6.5,0.5996666666666667,0.002081665999466139,3
aMEM_10pct-Ctrl,,medium,12,7.5,0.578,0.004358898943540646,3
aMEM_10pct-Ctrl,,medium,13,8.5,0.557,0.002645751311064593,3
aMEM_10pct-Ctrl,,medium,14,9.5,0.537,0.0036055512754640234,3
aMEM_10pct-Ctrl,,medium,15,10.5,0.5186666666666667,0.003055050463303899,3
aMEM_10pct-Ctrl,,medium,16,11.5,0.5,0.002645751311064593,3
aMEM_10pct-Ctrl,,medium,17,12.5,0.484,0.0036055512754639926,3
aMEM_10pct-Ctrl,,medium,18,14.5,0.453,0.0040000000000000036,3
aMEM_10pct-Ctrl,,medium,19,16.5,0.425,0.0036055512754639926,3
aMEM_10pct-Ctrl,,medium,20,18.5,0.3986666666666667,0.0028867513459481273,3
aMEM_10pct-Ctrl,,medium,21,20.5,0.37600000000000006,0.0034641016151377574,3
aMEM_10pct-Ctrl,,medium,22,22.5,0.355,0.0034641016151377574,3
aMEM_10pct-Ctrl,,medium,23,24.5,0.3353333333333333,0.003214550253664324,3
aMEM_10pct-Ctrl,,medium,24,26.5,0.3173333333333333,0.003214550253664324,3
aMEM_10pct-Ctrl,,medium,25,28.5,0.3013333333333333,0.003214550253664324,3
aMEM_10pct-Ctrl,,medium,26,32.5,0.27133333333333337,0.003214550253664324,3
aMEM_10pct-Ctrl,,medium,27,36.5,0.246,0.0034641016151377574,3
aMEM_10pct-Ctrl,,medium,28,40.5,0.22366666666666668,0.0037859388972001874,3
aMEM_10pct-Ctrl,,medium,29,44.5,0.205,0.0034641016151377517,3
aMEM_10pct-Ctrl,,medium,30,48.5,0.18899999999999997,0.0036055512754639926,3
aMEM_10pct-Ctrl,,medium,31,52.5,0.17300000000000001,0.0026457513110645734,3
aMEM_10pct-Ctrl,,medium,32,56.5,0.16033333333333333,0.002309401076758503,3
aMEM_10pct-Ctrl,,medium,33,60.5,0.14866666666666664,0.0020816659994661356,3
aMEM_10pct-Ctrl,,medium,34,68.5,0.12833333333333333,0.0015275252316519473,3
aMEM_10pct-Ctrl,,medium,35,76.5,0.11166666666666668,0.0015275252316519483,3
aMEM_10pct-Ctrl,,medium,36,84.5,0.09803333333333332,0.0012583057392117926,3
aMEM_10pct-Ctrl,,medium,37,92.5,0.08696666666666668,0.0015947831618540924,3
aMEM_10pct-Ctrl,,medium,38,101.0,0.07706666666666667,0.0012055427546683445,3
aMEM_10pct-Ctrl,,medium,39,109.0,0.06836666666666667,0.0011150485789118432,3
aMEM_10pct-Ctrl,,medium,40,117.0,0.06093333333333333,0.0018175074506954082,3
aMEM_10pct-Ctrl,,medium,41,125.0,0.055233333333333336,0.0017473789896108208,3
aMEM_10pct-Ctrl,,medium,42,141.0,0.04543333333333333,0.0019553345834749957,3
aMEM_10pct-Ctrl,,medium,43,157.0,0.03746666666666667,0.0019139836293274152,3
aMEM_10pct-Ctrl,,medium,44,173.0,0.031733333333333336,0.0017897858344878385,3
aMEM_10pct-Ctrl,,medium,45,189.0,0.027433333333333334,0.001973153144926499,3
aMEM_10pct-Ctrl,,medium,46,205.0,0.0241,0.0017691806012954138,3
aMEM_10pct-Ctrl,,medium,47,221.0,0.020666666666666667,0.001250333288900737,3
aMEM_10pct-Ctrl,,medium,48,237.0,0.0184,0.0010440306508910546,3
aMEM_10pct-Ctrl,,medium,49,253.0,0.016233333333333332,0.0014433756729740623,3
aMEM_10pct-Ctrl,,medium,50,285.0,0.012566666666666665,0.001096965511460289,3
aMEM_10pct-Ctrl,,medium,51,317.0,0.010386666666666667,0.0010072404545754376,3
aMEM_10pct-Ctrl,,medium,52,349.0,0.00843,0.0009800000000000008,3
aMEM_10pct-Ctrl,,medium,53,381.0,0.007003333333333334,0.0005852634734316953,3
aMEM_10pct-Ctrl,,medium,54,413.0,0.006003333333333333,0.0001955334583474994,3
aMEM_10pct-Ctrl,,medium,55,445.0,0.005046666666666667,0.00031134118476895017,3
aMEM_10pct-Ctrl,,medium,56,477.0,0.0046366666666666665,0.0003178574103797699,3
aMEM_10pct-Ctrl,,medium,57,509.0,0.004363333333333334,0.0003555746522649405,3
aMEM_10pct-Ctrl,,medium,58,573.0,0.00318,0.00032449961479175896,3
aMEM_10pct-Ctrl,,medium,59,637.0,0.00247,0.00020663978319771835,3
aMEM_10pct-Ctrl,,medium,60,701.0,0.0021966666666666666,0.0009009069504301394,3
aMEM_10pct-Ctrl,,medium,61,765.0,0.002043333333333333,0.0006700994951000437,3
aMEM_10pct-Ctrl,,medium,62,829.0,0.0016766666666666666,0.00044523402086243746,3
aMEM_10pct-Ctrl,,medium,63,893.0,0.0013946666666666667,0.0006654211698866615,3
aMEM_10pct-Ctrl,,medium,64,957.0,0.0012333333333333335,0.00014011899704655792,3
aMEM_10pct-Ctrl,,medium,65,1020.0,0.0012233333333333334,0.0001059874206372309,3
aMEM_10pct-Ctrl,,medium,66,1150.0,0.0016133333333333336,0.00020526405757787542,3
aMEM_10pct-Ctrl,,medium,67,1280.0,0.0011106666666666667,0.0002196390979159524,3
aMEM_10pct-Ctrl,,medium,68,1400.0,0.0010936666666666666,0.00024396789406258635,3
aMEM_10pct-Ctrl,,medium,69,1530.0,0.0010833333333333333,4.041451884327381e-05,3
aMEM_10pct-Ctrl,,medium,70,1660.0,0.0011010000000000002,0.0003715817541268679,3
aMEM_10pct-Ctrl,,medium,71,1790.0,0.0010116666666666666,8.607167555783562e-05,3
aMEM_10pct-Ctrl,,medium,72,1920.0,0.0009526666666666667,0.0004599634043414033,3
aMEM_10pct-Ctrl,,medium,73,2040.0,0.0008090000000000001,0.00012297967311714566,3
aMEM_10pct-Ctrl,,medium,74,2300.0,0.0009153333333333334,0.00015810545004310683,3
aMEM_10pct-Ctrl,,medium,75,2560.0,0.0009403333333333334,0.0002164262769012426,3
aMEM_10pct-Ctrl,,medium,76,2810.0,0.0007530000000000001,0.0001093023330034634,3
aMEM_10pct-Ctrl,,medium,77,3070.0,0.0009216666666666667,0.00036666651515148384,3
aMEM_10pct-Ctrl,,medium,78,3320.0,0.00043066666666666665,0.0001466606059353817,3
aMEM_10pct-Ctrl,,medium,79,3580.0,0.0008936666666666667,0.00037483374092166965,3
aMEM_10pct-Ctrl,,medium,80,3840.0,0.0010996666666666665,0.00036811728203567585,3
aMEM_10pct-Ctrl,,medium,81,4090.0,0.0010503333333333335,0.0001926923281641835,3
aMEM_10pct-Ctrl,,medium,82,4600.0,0.0008163333333333333,0.00016028204307823543,3
aMEM_10pct-Ctrl,,medium,83,5120.0,0.0007396666666666667,0.0003542884888524228,3
aMEM_10pct-Ctrl,,medium,84,5630.0,0.0007993333333333333,0.00023153689410833282,3
aMEM_10pct-Ctrl,,medium,85,6140.0,0.000731,0.00018006943105369107,3
aMEM_10pct-Ctrl,,medium,86,6650.0,0.0006650000000000001,0.00019490253974743378,3
aMEM_10pct-Ctrl,,medium,87,7160.0,0.0007623333333333333,0.0003631753479152093,3
aMEM_10pct-Ctrl,,medium,88,7680.0,0.0005700000000000001,0.0004481640324702553,3
aMEM_10pct-Ctrl,,medium,89,8190.0,0.0004763333333333334,0.00018839939844206863,3
aMEM_10pct-Ctrl,,medium,90,9210.0,0.000459,0.00010258654882585729,3
aMEM_10pct-Ctrl,,medium,91,10200.0,0.0005826666666666667,0.00017990089864515225,3
aMEM_10pct-Ctrl,,medium,92,11300.0,0.000728,0.00014028898745090435,3
aMEM_10pct-Ctrl,,medium,93,12300.0,0.000513,8.089499366462675e-05,3
aMEM_10pct-Ctrl,,medium,94,13300.0,0.000689,0.00020825945356693897,3
aMEM_10pct-Ctrl,,medium,95,14300.0,0.0006833333333333332,0.0001618775257203214,3
aMEM_10pct-Ctrl,,medium,96,15400.0,0.0005033333333333334,0.0001579567451340187,3
aMEM_10pct-Ctrl,,medium,97,16400.0,0.0006316666666666667,9.272180613713974e-05,3
aMEM_10pct-Ctrl,,medium,98,18400.0,0.000648,0.00022251516802231707,3
aMEM_10pct-Ctrl,,medium,99,20500.0,0.0006503333333333334,0.00010924437437842438,3
aMEM_10pct-Ctrl,,medium,100,22500.0,0.00049,0.0001277380131362626,3
aMEM_10pct-Ctrl,,medium,101,24600.0,0.0006226666666666667,4.601449047129968e-05,3
aMEM_10pct-Ctrl,,medium,102,26600.0,0.000612,0.00011608617488745165,3
aMEM_10pct-Ctrl,,medium,103,28700.0,0.0007126666666666667,0.00027707279428578575,3
aMEM_10pct-Ctrl,,medium,104,30700.0,0.0005663333333333333,0.0001663199727433038,3
aMEM_10pct-Ctrl,,medium,105,32800.0,0.0005016666666666666,0.00011788695149732784,3
aMEM_10pct-Ctrl,,medium,106,36900.0,0.0005669999999999999,0.00014473078456223468,3
aMEM_10pct-Ctrl,,medium,107,41000.0,0.00038766666666666664,9.072118458956172e-05,3
aMEM_10pct-Ctrl,,medium,108,45100.0,0.0004613333333333333,3.527510926040249e-05,3
aMEM_10pct-Ctrl,,medium,109,49100.0,0.0004326666666666667,0.00013066113933887666,3
aMEM_10pct-Ctrl,,medium,110,53200.0,0.000403,0.00010717742299570371,3
aMEM_10pct-Ctrl,,medium,111,57300.0,0.00030166666666666666,8.936628745412517e-05,3
aMEM_10pct-Ctrl,,medium,112,61400.0,0.000306,0.0001724760852988031,3
aMEM_10pct-Ctrl,,medium,113,65500.0,0.0003366666666666667,5.050082507576815e-05,3
aMEM_10pct-Ctrl,,medium,114,73700.0,0.000389,0.00011177208953938367,3
aMEM_10pct-Ctrl,,medium,115,81900.0,0.0004163333333333334,7.162634524623834e-05,3
aMEM_10pct-Ctrl,,medium,116,90100.0,0.0003626666666666667,0.00018551100596280893,3
aMEM_10pct-Ctrl,,medium,117,98300.0,0.0004116666666666667,0.00011556095072875324,3
aMEM_10pct-Ctrl,,medium,118,106000.0,0.000268,0.00012186467905016614,3
aMEM_10pct-Ctrl,,medium,119,115000.0,0.0003543333333333334,0.0001763415246994687,3
aMEM_10pct-Ctrl,,medium,120,123000.0,0.00028986666666666665,0.00017335701120327763,3
aMEM_10pct-Ctrl,,medium,121,131000.0,0.00023466666666666666,0.0001835056765697817,3
aMEM_10pct-Ctrl,,medium,122,147000.0,0.00017640000000000003,0.0002220168462076696,3
aMEM_10pct-Ctrl,,medium,123,164000.0,0.00014986666666666666,0.00013760179262398194,3
aMEM_10pct-Ctrl,,medium,124,180000.0,0.0001955,0.00015666764184093666,3
aMEM_10pct-Ctrl,,medium,125,197000.0,0.00015610000000000003,0.00015272429407268512,3
aMEM_10pct-Ctrl,,medium,126,213000.0,0.00015876666666666669,0.00015689156552642765,3
aMEM_10pct-Ctrl,,medium,127,229000.0,0.00014606666666666665,0.0001631129772070062,3
aMEM_10pct-Ctrl,,medium,128,246000.0,0.0001819,0.00021575293740758202,3
aMEM_10pct-Ctrl,,medium,129,262000.0,0.00015563333333333334,0.00019259076647994665,3
aMEM_10pct-Ctrl,,medium,130,295000.0,0.00023533333333333335,8.087232736439168e-05,3
aMEM_10pct-Ctrl,,medium,131,328000.0,0.00020166666666666664,9.32541330630087e-05,3
aMEM_10pct-Ctrl,,medium,132,360000.0,0.0002863333333333333,0.000129804981928019,3
aMEM_10pct-Ctrl,,medium,133,393000.0,0.000223,0.00010212247548899313,3
aMEM_10pct-Ctrl,,medium,134,426000.0,0.0001731333333333333,0.0001072933051654824,3
aMEM_10pct-Ctrl,,medium,135,459000.0,0.00020069999999999997,0.0001449574765232894,3
aMEM_10pct-Ctrl,,medium,136,492000.0,0.00021866666666666668,4.3015501081974315e-05,3
aMEM_10pct-Ctrl,,medium,137,524000.0,0.00016363333333333334,5.8282959201925694e-05,3
aMEM_10pct-Ctrl,,medium,138,590000.0,0.0004413333333333333,0.00029350354909835985,3
