Sample_Name,point_index,correlation_value,delay_time_s
i_2S-20ug_mL 3,47,0.239,221.0
i_2S-20ug_mL 3,48,0.236,237.0
i_2S-20ug_mL 3,49,0.233,253.0
i_2S-20ug_mL 3,50,0.227,285.0
i_2S-20ug_mL 3,51,0.222,317.0
i_2S-20ug_mL 3,52,0.217,349.0
i_2S-20ug_mL 3,53,0.211,381.0
i_2S-20ug_mL 3,54,0.207,413.0
i_2S-20ug_mL 3,55,0.202,445.0
i_2S-20ug_mL 3,56,0.197,477.0
i_2S-20ug_mL 3,57,0.193,509.0
i_2S-20ug_mL 3,58,0.185,573.0
i_2S-20ug_mL 3,59,0.177,637.0
i_2S-20ug_mL 3,60,0.169,701.0
i_2S-20ug_mL 3,61,0.162,765.0
i_2S-20ug_mL 3,62,0.156,829.0
i_2S-20ug_mL 3,63,0.149,893.0
i_2S-20ug_mL 3,64,0.143,957.0
i_2S-20ug_mL 3,65,0.137,1020.0
i_2S-20ug_mL 3,66,0.126,1150.0
i_2S-20ug_mL 3,67,0.117,1280.0
i_2S-20ug_mL 3,68,0.108,1400.0
i_2S-20ug_mL 3,69,0.101,1530.0
i_2S-20ug_mL 3,70,0.0937,1660.0
i_2S-20ug_mL 3,71,0.0879,1790.0
i_2S-20ug_mL 3,72,0.083,1920.0
i_2S-20ug_mL 3,73,0.0788,2040.0
i_2S-20ug_mL 3,74,0.0722,2300.0
i_2S-20ug_mL 3,75,0.0679,2560.0
i_2S-20ug_mL 3,76,0.0649,2810.0
i_2S-20ug_mL 3,77,0.063,3070.0
i_2S-20ug_mL 3,78,0.0618,3320.0
i_2S-20ug_mL 3,79,0.0612,3580.0
i_2S-20ug_mL 3,80,0.0608,3840.0
i_2S-20ug_mL 3,81,0.0609,4090.0
i_2S-20ug_mL 3,82,0.061,4600.0
i_2S-20ug_mL 3,83,0.0613,5120.0
i_2S-20ug_mL 3,84,0.0609,5630.0
i_2S-20ug_mL 3,85,0.0597,6140.0
i_2S-20ug_mL 3,86,0.0582,6650.0
i_2S-20ug_mL 3,87,0.0576,7160.0
i_2S-20ug_mL 3,88,0.0576,7680.0
i_2S-20ug_mL 3,89,0.0575,8190.0
i_2S-20ug_mL 3,90,0.0558,9210.0
i_2S-20ug_mL 3,91,0.0544,10200.0
i_2S-20ug_mL 3,92,0.0541,11300.0
i_2S-20ug_mL 3,93,0.0531,12300.0
i_2S-20ug_mL 3,94,0.0526,13300.0
i_2S-20ug_mL 3,95,0.0529,14300.0
i_2S-20ug_mL 3,96,0.0529,15400.0
i_2S-20ug_mL 3,97,0.0521,16400.0
i_2S-20ug_mL 3,98,0.0492,18400.0
i_2S-20ug_mL 3,99,0.0498,20500.0
i_2S-20ug_mL 3,100,0.049,22500.0
i_2S-20ug_mL 3,101,0.0477,24600.0
i_2S-20ug_mL 3,102,0.0463,26600.0
i_2S-20ug_mL 3,103,0.0462,28700.0
i_2S-20ug_mL 3,104,0.0452,30700.0
i_2S-20ug_mL 3,105,0.0443,32800.0
i_2S-20ug_mL 3,106,0.0417,36900.0
i_2S-20ug_mL 3,107,0.0413,41000.0
i_2S-20ug_mL 3,108,0.0394,45100.0
i_2S-20ug_mL 3,109,0.0402,49100.0
i_2S-20ug_mL 3,110,0.039,53200.0
i_2S-20ug_mL 3,111,0.0391,57300.0
i_2S-20ug_mL 3,112,0.0375,61400.0
i_2S-20ug_mL 3,113,0.0379,65500.0
i_2S-20ug_mL 3,114,0.0358,73700.0
i_2S-20ug_mL 3,115,0.0367,81900.0
i_2S-20ug_mL 3,116,0.0359,90100.0
i_2S-20ug_mL 3,117,0.0362,98300.0
i_2S-20ug_mL 3,118,0.0355,106000.0
i_2S-20ug_mL 3,119,0.0349,115000.0
i_2S-20ug_mL 3,120,0.0338,123000.0
i_2S-20ug_mL 3,121,0.0337,131000.0
i_2S-20ug_mL 3,122,0.0332,147000.0
i_2S-20ug_mL 3,123,0.0316,164000.0
i_2S-20ug_mL 3,124,0.031,180000.0
i_2S-20ug_mL 3,125,0.032,197000.0
i_2S-20ug_mL 3,126,0.0329,213000.0
i_2S-20ug_mL 3,127,0.0319,229000.0
i_2S-20ug_mL 3,128,0.0318,246000.0
i_2S-20ug_mL 3,129,0.0304,262000.0
i_2S-20ug_mL 3,130,0.0291,295000.0
i_2S-20ug_mL 3,131,0.0275,328000.0
i_2S-20ug_mL 3,132,0.0247,360000.0
i_2S-20ug_mL 3,133,0.0209,393000.0
i_2S-20ug_mL 3,134,0.0219,426000.0
i_2S-20ug_mL 3,135,0.0211,459000.0
i_2S-20ug_mL 3,136,0.0182,492000.0
i_2S-20ug_mL 3,137,0.0157,524000.0
i_2S-20ug_mL 3,138,0.0107,590000.0
i_2S-20ug_mL 3,139,0.0092,655000.0
i_2S-20ug_mL 3,140,0.00814,721000.0
i_2S-20ug_mL 3,141,0.00507,786000.0
i_2S-20ug_mL 3,142,0.00238,852000.0
i_2S-20ug_mL 3,143,0.00252,918000.0
i_2S-20ug_mL 3,144,0.00175,983000.0
i_2S-20ug_mL 3,145,0.00142,1050000.0
i_2S-20ug_mL 3,146,0.00105,1180000.0
i_2S-20ug_mL 3,147,0.000924,1310000.0
i_2S-20ug_mL 3,148,0.00165,1440000.0
i_2S-20ug_mL 3,149,0.00124,1570000.0
i_2S-20ug_mL 3,150,0.0019,1700000.0
i_2S-20ug_mL 3,151,0.00194,1840000.0
i_2S-20ug_mL 3,152,0.00192,1970000.0
i_2S-20ug_mL 3,153,0.00335,2100000.0
i_2S-20ug_mL 3,154,0.00361,2360000.0
i_2S-20ug_mL 3,155,0.0029,2620000.0
i_2S-20ug_mL 3,156,0.00777,2880000.0
i_2S-20ug_mL 3,157,0.0135,3150000.0
i_2S-20ug_mL 3,158,0.0154,3410000.0
i_2S-20ug_mL 3,159,0.0152,3670000.0
i_2S-20ug_mL 3,160,0.0107,3930000.0
i_2S-20ug_mL 3,161,0.0,4190000.0
i_2S-20ug_mL 3,162,0.0,4720000.0
i_2S-20ug_mL 3,163,0.0,5240000.0
i_2S-20ug_mL 3,164,0.0,5770000.0
i_2S-20ug_mL 3,165,0.0,6290000.0
i_2S-20ug_mL 3,166,0.0,6820000.0
i_2S-20ug_mL 3,167,0.0,7340000.0
i_2S-20ug_mL 3,168,0.0,7860000.0
i_2S-20ug_mL 3,169,0.0,8390000.0
i_2S-20ug_mL 3,170,0.0,9440000.0
i_2S-20ug_mL 3,171,0.0,10500000.0
i_2S-20ug_mL 3,172,0.0,11500000.0
i_2S-20ug_mL 3,173,0.0,12600000.0
i_2S-20ug_mL 3,174,0.0,13600000.0
i_2S-20ug_mL 3,175,0.0,14700000.0
i_2S-20ug_mL 3,176,0.0,15700000.0
i_2S-20ug_mL 3,177,0.0,16800000.0
i_2S-20ug_mL 3,178,0.0,18900000.0
i_2S-20ug_mL 3,179,0.0,21000000.0
i_2S-20ug_mL 3,180,0.0,23100000.0
i_2S-20ug_mL 3,181,0.0,25200000.0
i_2S-20ug_mL 3,182,0.0,27300000.0
i_2S-20ug_mL 3,183,0.0,29400000.0
i_2S-20ug_mL 3,184,0.0,31500000.0
i_2S-20ug_mL 3,185,0.0,33600000.0
i_2S-20ug_mL 3,186,0.0,37700000.0
i_2S-20ug_mL 3,187,0.0,41900000.0
i_2S-20ug_mL 3,188,0.0,46100000.0
i_2S-20ug_mL 3,189,0.0,50300000.0
i_2S-20ug_mL 3,190,0.0,54500000.0
i_2S-20ug_mL 3,191,0.0,58700000.0
i_2S-20ug_mL 3,192,0.0,62900000.0
L_3S-35ug_mL 1,1,0.666,0.5
L_3S-35ug_mL 1,2,0.671,1.0
L_3S-35ug_mL 1,3,0.658,1.5
L_3S-35ug_mL 1,4,0.667,2.0
L_3S-35ug_mL 1,5,0.658,2.5
L_3S-35ug_mL 1,6,0.666,3.0
L_3S-35ug_mL 1,7,0.665,3.5
L_3S-35ug_mL 1,8,0.658,4.0
L_3S-35ug_mL 1,9,0.66,4.5
L_3S-35ug_mL 1,10,0.656,5.5
L_3S-35ug_mL 1,11,0.664,6.5
L_3S-35ug_mL 1,12,0.656,7.5
L_3S-35ug_mL 1,13,0.656,8.5
L_3S-35ug_mL 1,14,0.654,9.5
L_3S-35ug_mL 1,15,0.651,10.5
L_3S-35ug_mL 1,16,0.656,11.5
L_3S-35ug_mL 1,17,0.653,12.5
L_3S-35ug_mL 1,18,0.646,14.5
L_3S-35ug_mL 1,19,0.642,16.5
L_3S-35ug_mL 1,20,0.642,18.5
L_3S-35ug_mL 1,21,0.641,20.5
L_3S-35ug_mL 1,22,0.641,22.5
L_3S-35ug_mL 1,23,0.64,24.5
L_3S-35ug_mL 1,24,0.636,26.5
L_3S-35ug_mL 1,25,0.634,28.5
L_3S-35ug_mL 1,26,0.633,32.5
L_3S-35ug_mL 1,27,0.628,36.5
L_3S-35ug_mL 1,28,0.626,40.5
L_3S-35ug_mL 1,29,0.622,44.5
L_3S-35ug_mL 1,30,0.623,48.5
L_3S-35ug_mL 1,31,0.618,52.5
L_3S-35ug_mL 1,32,0.615,56.5
L_3S-35ug_mL 1,33,0.613,60.5
L_3S-35ug_mL 1,34,0.607,68.5
L_3S-35ug_mL 1,35,0.604,76.5
L_3S-35ug_mL 1,36,0.599,84.5
L_3S-35ug_mL 1,37,0.596,92.5
L_3S-35ug_mL 1,38,0.591,101.0
L_3S-35ug_mL 1,39,0.586,109.0
L_3S-35ug_mL 1,40,0.583,117.0
L_3S-35ug_mL 1,41,0.579,125.0
L_3S-35ug_mL 1,42,0.572,141.0
L_3S-35ug_mL 1,43,0.565,157.0
L_3S-35ug_mL 1,44,0.558,173.0
L_3S-35ug_mL 1,45,0.551,189.0
L_3S-35ug_mL 1,46,0.546,205.0
L_3S-35ug_mL 1,47,0.541,221.0
L_3S-35ug_mL 1,48,0.535,237.0
L_3S-35ug_mL 1,49,0.529,253.0
L_3S-35ug_mL 1,50,0.519,285.0
L_3S-35ug_mL 1,51,0.509,317.0
L_3S-35ug_mL 1,52,0.5,349.0
L_3S-35ug_mL 1,53,0.492,381.0
L_3S-35ug_mL 1,54,0.485,413.0
L_3S-35ug_mL 1,55,0.477,445.0
L_3S-35ug_mL 1,56,0.47,477.0
L_3S-35ug_mL 1,57,0.463,509.0
L_3S-35ug_mL 1,58,0.449,573.0
L_3S-35ug_mL 1,59,0.436,637.0
L_3S-35ug_mL 1,60,0.425,701.0
L_3S-35ug_mL 1,61,0.414,765.0
L_3S-35ug_mL 1,62,0.403,829.0
L_3S-35ug_mL 1,63,0.393,893.0
L_3S-35ug_mL 1,64,0.384,957.0
L_3S-35ug_mL 1,65,0.375,1020.0
L_3S-35ug_mL 1,66,0.359,1150.0
L_3S-35ug_mL 1,67,0.344,1280.0
L_3S-35ug_mL 1,68,0.33,1400.0
L_3S-35ug_mL 1,69,0.317,1530.0
L_3S-35ug_mL 1,70,0.305,1660.0
L_3S-35ug_mL 1,71,0.295,1790.0
L_3S-35ug_mL 1,72,0.285,1920.0
L_3S-35ug_mL 1,73,0.276,2040.0
L_3S-35ug_mL 1,74,0.26,2300.0
L_3S-35ug_mL 1,75,0.246,2560.0
L_3S-35ug_mL 1,76,0.235,2810.0
L_3S-35ug_mL 1,77,0.225,3070.0
L_3S-35ug_mL 1,78,0.217,3320.0
L_3S-35ug_mL 1,79,0.21,3580.0
L_3S-35ug_mL 1,80,0.205,3840.0
L_3S-35ug_mL 1,81,0.2,4090.0
L_3S-35ug_mL 1,82,0.193,4600.0
L_3S-35ug_mL 1,83,0.188,5120.0
L_3S-35ug_mL 1,84,0.183,5630.0
L_3S-35ug_mL 1,85,0.181,6140.0
L_3S-35ug_mL 1,86,0.179,6650.0
L_3S-35ug_mL 1,87,0.178,7160.0
L_3S-35ug_mL 1,88,0.177,7680.0
L_3S-35ug_mL 1,89,0.176,8190.0
L_3S-35ug_mL 1,90,0.173,9210.0
L_3S-35ug_mL 1,91,0.171,10200.0
L_3S-35ug_mL 1,92,0.169,11300.0
L_3S-35ug_mL 1,93,0.166,12300.0
L_3S-35ug_mL 1,94,0.167,13300.0
L_3S-35ug_mL 1,95,0.169,14300.0
L_3S-35ug_mL 1,96,0.168,15400.0
L_3S-35ug_mL 1,97,0.165,16400.0
L_3S-35ug_mL 1,98,0.16,18400.0
L_3S-35ug_mL 1,99,0.157,20500.0
L_3S-35ug_mL 1,100,0.155,22500.0
L_3S-35ug_mL 1,101,0.153,24600.0
L_3S-35ug_mL 1,102,0.148,26600.0
L_3S-35ug_mL 1,103,0.144,28700.0
L_3S-35ug_mL 1,104,0.144,30700.0
L_3S-35ug_mL 1,105,0.141,32800.0
L_3S-35ug_mL 1,106,0.138,36900.0
L_3S-35ug_mL 1,107,0.128,41000.0
L_3S-35ug_mL 1,108,0.115,45100.0
L_3S-35ug_mL 1,109,0.106,49100.0
L_3S-35ug_mL 1,110,0.101,53200.0
L_3S-35ug_mL 1,111,0.0932,57300.0
L_3S-35ug_mL 1,112,0.0847,61400.0
L_3S-35ug_mL 1,113,0.0794,65500.0
L_3S-35ug_mL 1,114,0.0691,73700.0
L_3S-35ug_mL 1,115,0.0582,81900.0
L_3S-35ug_mL 1,116,0.0463,90100.0
L_3S-35ug_mL 1,117,0.0336,98300.0
L_3S-35ug_mL 1,118,0.0295,106000.0
L_3S-35ug_mL 1,119,0.0223,115000.0
L_3S-35ug_mL 1,120,0.0192,123000.0
L_3S-35ug_mL 1,121,0.0166,131000.0
L_3S-35ug_mL 1,122,0.0128,147000.0
L_3S-35ug_mL 1,123,0.0105,164000.0
L_3S-35ug_mL 1,124,0.0083,180000.0
L_3S-35ug_mL 1,125,0.00868,197000.0
L_3S-35ug_mL 1,126,0.00573,213000.0
L_3S-35ug_mL 1,127,0.00612,229000.0
L_3S-35ug_mL 1,128,0.00617,246000.0
L_3S-35ug_mL 1,129,0.00661,262000.0
L_3S-35ug_mL 1,130,0.0068,295000.0
L_3S-35ug_mL 1,131,0.00926,328000.0
L_3S-35ug_mL 1,132,0.00818,360000.0
L_3S-35ug_mL 1,133,0.00378,393000.0
L_3S-35ug_mL 1,134,0.00145,426000.0
L_3S-35ug_mL 1,135,0.00248,459000.0
L_3S-35ug_mL 1,136,0.00429,492000.0
L_3S-35ug_mL 1,137,0.00621,524000.0
L_3S-35ug_mL 1,138,0.00865,590000.0
L_3S-35ug_mL 1,139,0.00836,655000.0
L_3S-35ug_mL 1,140,0.0104,721000.0
L_3S-35ug_mL 1,141,0.00915,786000.0
L_3S-35ug_mL 1,142,0.00648,852000.0
L_3S-35ug_mL 1,143,0.00513,918000.0
L_3S-35ug_mL 1,144,0.00315,983000.0
L_3S-35ug_mL 1,145,0.00284,1050000.0
L_3S-35ug_mL 1,146,0.00495,1180000.0
L_3S-35ug_mL 1,147,0.00359,1310000.0
L_3S-35ug_mL 1,148,0.00542,1440000.0
L_3S-35ug_mL 1,149,0.00342,1570000.0
L_3S-35ug_mL 1,150,0.00292,1700000.0
L_3S-35ug_mL 1,151,0.0121,1840000.0
L_3S-35ug_mL 1,152,0.0113,1970000.0
L_3S-35ug_mL 1,153,0.00629,2100000.0
L_3S-35ug_mL 1,154,0.0152,2360000.0
L_3S-35ug_mL 1,155,0.00595,2620000.0
L_3S-35ug_mL 1,156,0.0083,2880000.0
L_3S-35ug_mL 1,157,0.0135,3150000.0
L_3S-35ug_mL 1,158,0.0102,3410000.0
L_3S-35ug_mL 1,159,0.00844,3670000.0
L_3S-35ug_mL 1,160,0.0078,3930000.0
L_3S-35ug_mL 1,161,0.0,4190000.0
L_3S-35ug_mL 1,162,0.0,4720000.0
L_3S-35ug_mL 1,163,0.0,5240000.0
L_3S-35ug_mL 1,164,0.0,5770000.0
L_3S-35ug_mL 1,165,0.0,6290000.0
L_3S-35ug_mL 1,166,0.0,6820000.0
L_3S-35ug_mL 1,167,0.0,7340000.0
L_3S-35ug_mL 1,168,0.0,7860000.0
L_3S-35ug_mL 1,169,0.0,8390000.0
L_3S-35ug_mL 1,170,0.0,9440000.0
L_3S-35ug_mL 1,171,0.0,10500000.0
L_3S-35ug_mL 1,172,0.0,11500000.0
L_3S-35ug_mL 1,173,0.0,12600000.0
L_3S-35ug_mL 1,174,0.0,13600000.0
L_3S-35ug_mL 1,175,0.0,14700000.0
L_3S-35ug_mL 1,176,0.0,15700000.0
L_3S-35ug_mL 1,177,0.0,16800000.0
L_3S-35ug_mL 1,178,0.0,18900000.0
L_3S-35ug_mL 1,179,0.0,21000000.0
L_3S-35ug_mL 1,180,0.0,23100000.0
L_3S-35ug_mL 1,181,0.0,25200000.0
L_3S-35ug_mL 1,182,0.0,27300000.0
L_3S-35ug_mL 1,183,0.0,29400000.0
L_3S-35ug_mL 1,184,0.0,31500000.0
L_3S-35ug_mL 1,185,0.0,33600000.0
L_3S-35ug_mL 1,186,0.0,37700000.0
L_3S-35ug_mL 1,187,0.0,41900000.0
L_3S-35ug_mL 1,188,0.0,46100000.0
L_3S-35ug_mL 1,189,0.0,50300000.0
L_3S-35ug_mL 1,190,0.0,54500000.0
L_3S-35ug_mL 1,191,0.0,58700000.0
L_3S-35ug_mL 1,192,0.0,62900000.0
L_3S-35ug_mL 2,1,0.589,0.5
L_3S-35ug_mL 2,2,0.583,1.0
L_3S-35ug_mL 2,3,0.582,1.5
L_3S-35ug_mL 2,4,0.586,2.0
L_3S-35ug_mL 2,5,0.582,2.5
L_3S-35ug_mL 2,6,0.581,3.0
L_3S-35ug_mL 2,7,0.582,3.5
L_3S-35ug_mL 2,8,0.582,4.0
L_3S-35ug_mL 2,9,0.58,4.5
L_3S-35ug_mL 2,10,0.574,5.5
L_3S-35ug_mL 2,11,0.574,6.5
L_3S-35ug_mL 2,12,0.575,7.5
L_3S-35ug_mL 2,13,0.574,8.5
L_3S-35ug_mL 2,14,0.572,9.5
L_3S-35ug_mL 2,15,0.57,10.5
L_3S-35ug_mL 2,16,0.569,11.5
L_3S-35ug_mL 2,17,0.57,12.5
L_3S-35ug_mL 2,18,0.567,14.5
L_3S-35ug_mL 2,19,0.562,16.5
L_3S-35ug_mL 2,20,0.559,18.5
L_3S-35ug_mL 2,21,0.556,20.5
L_3S-35ug_mL 2,22,0.557,22.5
L_3S-35ug_mL 2,23,0.554,24.5
L_3S-35ug_mL 2,24,0.551,26.5
L_3S-35ug_mL 2,25,0.549,28.5
L_3S-35ug_mL 2,26,0.547,32.5
L_3S-35ug_mL 2,27,0.545,36.5
L_3S-35ug_mL 2,28,0.54,40.5
L_3S-35ug_mL 2,29,0.538,44.5
L_3S-35ug_mL 2,30,0.535,48.5
L_3S-35ug_mL 2,31,0.532,52.5
L_3S-35ug_mL 2,32,0.526,56.5
L_3S-35ug_mL 2,33,0.527,60.5
L_3S-35ug_mL 2,34,0.52,68.5
L_3S-35ug_mL 2,35,0.515,76.5
L_3S-35ug_mL 2,36,0.512,84.5
L_3S-35ug_mL 2,37,0.507,92.5
L_3S-35ug_mL 2,38,0.502,101.0
L_3S-35ug_mL 2,39,0.497,109.0
L_3S-35ug_mL 2,40,0.492,117.0
L_3S-35ug_mL 2,41,0.489,125.0
L_3S-35ug_mL 2,42,0.483,141.0
L_3S-35ug_mL 2,43,0.476,157.0
L_3S-35ug_mL 2,44,0.469,173.0
L_3S-35ug_mL 2,45,0.463,189.0
L_3S-35ug_mL 2,46,0.456,205.0
L_3S-35ug_mL 2,47,0.45,221.0
L_3S-35ug_mL 2,48,0.445,237.0
L_3S-35ug_mL 2,49,0.439,253.0
L_3S-35ug_mL 2,50,0.429,285.0
L_3S-35ug_mL 2,51,0.418,317.0
L_3S-35ug_mL 2,52,0.409,349.0
L_3S-35ug_mL 2,53,0.4,381.0
L_3S-35ug_mL 2,54,0.392,413.0
L_3S-35ug_mL 2,55,0.383,445.0
L_3S-35ug_mL 2,56,0.376,477.0
L_3S-35ug_mL 2,57,0.369,509.0
L_3S-35ug_mL 2,58,0.354,573.0
L_3S-35ug_mL 2,59,0.342,637.0
L_3S-35ug_mL 2,60,0.33,701.0
L_3S-35ug_mL 2,61,0.318,765.0
L_3S-35ug_mL 2,62,0.307,829.0
L_3S-35ug_mL 2,63,0.296,893.0
L_3S-35ug_mL 2,64,0.286,957.0
L_3S-35ug_mL 2,65,0.277,1020.0
L_3S-35ug_mL 2,66,0.258,1150.0
L_3S-35ug_mL 2,67,0.241,1280.0
L_3S-35ug_mL 2,68,0.227,1400.0
L_3S-35ug_mL 2,69,0.213,1530.0
L_3S-35ug_mL 2,70,0.201,1660.0
L_3S-35ug_mL 2,71,0.189,1790.0
L_3S-35ug_mL 2,72,0.179,1920.0
L_3S-35ug_mL 2,73,0.171,2040.0
L_3S-35ug_mL 2,74,0.155,2300.0
L_3S-35ug_mL 2,75,0.142,2560.0
L_3S-35ug_mL 2,76,0.132,2810.0
L_3S-35ug_mL 2,77,0.125,3070.0
L_3S-35ug_mL 2,78,0.119,3320.0
L_3S-35ug_mL 2,79,0.114,3580.0
L_3S-35ug_mL 2,80,0.111,3840.0
L_3S-35ug_mL 2,81,0.109,4090.0
L_3S-35ug_mL 2,82,0.108,4600.0
L_3S-35ug_mL 2,83,0.108,5120.0
L_3S-35ug_mL 2,84,0.107,5630.0
L_3S-35ug_mL 2,85,0.107,6140.0
L_3S-35ug_mL 2,86,0.106,6650.0
L_3S-35ug_mL 2,87,0.102,7160.0
L_3S-35ug_mL 2,88,0.0977,7680.0
L_3S-35ug_mL 2,89,0.0939,8190.0
L_3S-35ug_mL 2,90,0.0893,9210.0
L_3S-35ug_mL 2,91,0.0867,10200.0
L_3S-35ug_mL 2,92,0.0876,11300.0
L_3S-35ug_mL 2,93,0.0888,12300.0
L_3S-35ug_mL 2,94,0.0873,13300.0
L_3S-35ug_mL 2,95,0.0845,14300.0
L_3S-35ug_mL 2,96,0.0834,15400.0
L_3S-35ug_mL 2,97,0.0817,16400.0
L_3S-35ug_mL 2,98,0.0827,18400.0
L_3S-35ug_mL 2,99,0.0802,20500.0
L_3S-35ug_mL 2,100,0.0807,22500.0
L_3S-35ug_mL 2,101,0.0817,24600.0
L_3S-35ug_mL 2,102,0.0799,26600.0
L_3S-35ug_mL 2,103,0.0769,28700.0
L_3S-35ug_mL 2,104,0.0779,30700.0
L_3S-35ug_mL 2,105,0.0757,32800.0
L_3S-35ug_mL 2,106,0.0721,36900.0
L_3S-35ug_mL 2,107,0.0715,41000.0
L_3S-35ug_mL 2,108,0.0711,45100.0
L_3S-35ug_mL 2,109,0.07,49100.0
L_3S-35ug_mL 2,110,0.0727,53200.0
L_3S-35ug_mL 2,111,0.0721,57300.0
L_3S-35ug_mL 2,112,0.0681,61400.0
L_3S-35ug_mL 2,113,0.0656,65500.0
L_3S-35ug_mL 2,114,0.0624,73700.0
L_3S-35ug_mL 2,115,0.0613,81900.0
L_3S-35ug_mL 2,116,0.0591,90100.0
L_3S-35ug_mL 2,117,0.0541,98300.0
L_3S-35ug_mL 2,118,0.0519,106000.0
L_3S-35ug_mL 2,119,0.0478,115000.0
L_3S-35ug_mL 2,120,0.0466,123000.0
L_3S-35ug_mL 2,121,0.0442,131000.0
L_3S-35ug_mL 2,122,0.0407,147000.0
L_3S-35ug_mL 2,123,0.0373,164000.0
L_3S-35ug_mL 2,124,0.0336,180000.0
L_3S-35ug_mL 2,125,0.0276,197000.0
L_3S-35ug_mL 2,126,0.0277,213000.0
L_3S-35ug_mL 2,127,0.0239,229000.0
L_3S-35ug_mL 2,128,0.023,246000.0
L_3S-35ug_mL 2,129,0.0199,262000.0
L_3S-35ug_mL 2,130,0.015,295000.0
L_3S-35ug_mL 2,131,0.00996,328000.0
L_3S-35ug_mL 2,132,0.00784,360000.0
L_3S-35ug_mL 2,133,0.0046,393000.0
L_3S-35ug_mL 2,134,0.00335,426000.0
L_3S-35ug_mL 2,135,0.00123,459000.0
L_3S-35ug_mL 2,136,0.00191,492000.0
L_3S-35ug_mL 2,137,0.00185,524000.0
L_3S-35ug_mL 2,138,0.00177,590000.0
L_3S-35ug_mL 2,139,0.000399,655000.0
L_3S-35ug_mL 2,140,0.000412,721000.0
L_3S-35ug_mL 2,141,0.000781,786000.0
L_3S-35ug_mL 2,142,0.00127,852000.0
L_3S-35ug_mL 2,143,0.00254,918000.0
L_3S-35ug_mL 2,144,0.00246,983000.0
L_3S-35ug_mL 2,145,0.00336,1050000.0
L_3S-35ug_mL 2,146,0.00434,1180000.0
L_3S-35ug_mL 2,147,0.00472,1310000.0
L_3S-35ug_mL 2,148,0.00355,1440000.0
L_3S-35ug_mL 2,149,0.00197,1570000.0
L_3S-35ug_mL 2,150,0.000292,1700000.0
L_3S-35ug_mL 2,151,0.000159,1840000.0
L_3S-35ug_mL 2,152,0.000997,1970000.0
L_3S-35ug_mL 2,153,0.00419,2100000.0
L_3S-35ug_mL 2,154,0.0131,2360000.0
L_3S-35ug_mL 2,155,0.0105,2620000.0
L_3S-35ug_mL 2,156,0.00859,2880000.0
L_3S-35ug_mL 2,157,0.0129,3150000.0
L_3S-35ug_mL 2,158,0.0103,3410000.0
L_3S-35ug_mL 2,159,0.00634,3670000.0
L_3S-35ug_mL 2,160,0.00521,3930000.0
L_3S-35ug_mL 2,161,0.0,4190000.0
L_3S-35ug_mL 2,162,0.0,4720000.0
L_3S-35ug_mL 2,163,0.0,5240000.0
L_3S-35ug_mL 2,164,0.0,5770000.0
L_3S-35ug_mL 2,165,0.0,6290000.0
L_3S-35ug_mL 2,166,0.0,6820000.0
L_3S-35ug_mL 2,167,0.0,7340000.0
L_3S-35ug_mL 2,168,0.0,7860000.0
L_3S-35ug_mL 2,169,0.0,8390000.0
L_3S-35ug_mL 2,170,0.0,9440000.0
L_3S-35ug_mL 2,171,0.0,10500000.0
L_3S-35ug_mL 2,172,0.0,11500000.0
L_3S-35ug_mL 2,173,0.0,12600000.0
L_3S-35ug_mL 2,174,0.0,13600000.0
L_3S-35ug_mL 2,175,0.0,14700000.0
L_3S-35ug_mL 2,176,0.0,15700000.0
L_3S-35ug_mL 2,177,0.0,16800000.0
L_3S-35ug_mL 2,178,0.0,18900000.0
L_3S-35ug_mL 2,179,0.0,21000000.0
L_3S-35ug_mL 2,180,0.0,23100000.0
L_3S-35ug_mL 2,181,0.0,25200000.0
L_3S-35ug_mL 2,182,0.0,27300000.0
L_3S-35ug_mL 2,183,0.0,29400000.0
L_3S-35ug_mL 2,184,0.0,31500000.0
L_3S-35ug_mL 2,185,0.0,33600000.0
L_3S-35ug_mL 2,186,0.0,37700000.0
L_3S-35ug_mL 2,187,0.0,41900000.0
L_3S-35ug_mL 2,188,0.0,46100000.0
L_3S-35ug_mL 2,189,0.0,50300000.0
L_3S-35ug_mL 2,190,0.0,54500000.0
L_3S-35ug_mL 2,191,0.0,58700000.0
L_3S-35ug_mL 2,192,0.0,62900000.0
L_3S-35ug_mL 3,1,0.475,0.5
L_3S-35ug_mL 3,2,0.471,1.0
L_3S-35ug_mL 3,3,0.471,1.5
L_3S-35ug_mL 3,4,0.468,2.0
L_3S-35ug_mL 3,5,0.466,2.5
L_3S-35ug_mL 3,6,0.473,3.0
L_3S-35ug_mL 3,7,0.466,3.5
L_3S-35ug_mL 3,8,0.468,4.0
L_3S-35ug_mL 3,9,0.462,4.5
L_3S-35ug_mL 3,10,0.465,5.5
L_3S-35ug_mL 3,11,0.465,6.5
L_3S-35ug_mL 3,12,0.457,7.5
L_3S-35ug_mL 3,13,0.46,8.5
L_3S-35ug_mL 3,14,0.459,9.5
L_3S-35ug_mL 3,15,0.459,10.5
L_3S-35ug_mL 3,16,0.452,11.5
L_3S-35ug_mL 3,17,0.455,12.5
L_3S-35ug_mL 3,18,0.449,14.5
L_3S-35ug_mL 3,19,0.452,16.5
L_3S-35ug_mL 3,20,0.446,18.5
L_3S-35ug_mL 3,21,0.449,20.5
