Sample_Name,point_index,distribution_fit,distribution_fit_data,distribution_delay_time,sample_name_raw,sample_base,carrageenan_code,carrageenan,concentration_value,concentration_unit,concentration_label,matrix,replicate,is_mean
aMEM_10pct-Ctrl 3,31,0.0179,0.0271,7160.0,aMEM_10pct-Ctrl 3,aMEM_10pct-Ctrl,,,,,,medium,3.0,False
aMEM_10pct-Ctrl-mean,1,0.858,0.00434,0.0285,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,2,0.849,0.00316,0.0155,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,3,0.84,0.00199,0.0178,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,4,0.823,0.00111,0.0252,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,5,0.807,0.000629,0.0258,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,6,0.791,0.857,0.0261,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,7,0.762,0.849,0.021,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,8,0.735,0.841,0.0289,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,9,0.71,0.824,0.0173,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,10,0.675,0.806,0.0176,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,11,0.634,0.79,1.5,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,12,0.599,0.763,2.0,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,13,0.552,0.735,2.5,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,14,0.5,0.708,3.5,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,15,0.456,0.676,4.5,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,16,0.403,0.634,5.5,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,17,0.361,0.599,7.5,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,18,0.315,0.552,9.5,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,19,0.264,0.499,11.5,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,20,0.216,0.457,14.5,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,21,0.182,0.404,18.5,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,22,0.147,0.36,22.5,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,23,0.117,0.315,28.5,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,24,0.0983,0.263,36.5,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,25,0.0799,0.217,44.5,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,26,0.0649,0.183,56.5,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,27,0.0553,0.148,68.5,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,28,0.0458,0.117,84.5,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,29,0.0378,0.0966,109.0,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,30,0.0325,0.0673,141.0,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,31,0.0272,0.0555,173.0,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,32,0.0229,0.0541,221.0,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,33,0.02,0.044,285.0,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,34,0.0172,0.0354,349.0,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,35,0.0148,0.0342,445.0,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,36,0.0132,0.0269,573.0,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,37,0.0112,0.0243,701.0,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,38,0.00931,0.0255,893.0,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,39,0.0078,0.0164,1150.0,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-Ctrl-mean,40,0.00603,0.0283,1400.0,aMEM_10pct-Ctrl-mean,aMEM_10pct-Ctrl-mean,,,,,,medium,,True
aMEM_10pct-k_1s 1,1,0.863,0.00577,0.0293,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,2,0.855,0.00403,0.0228,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,3,0.848,0.00243,0.0323,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,4,0.834,0.0013,0.0277,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,5,0.82,0.000718,0.0223,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,6,0.807,0.00031,0.0215,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,7,0.782,0.863,0.0263,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,8,0.758,0.856,0.0304,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,9,0.736,0.848,0.0278,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,10,0.706,0.833,0.0163,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,11,0.669,0.821,0.012,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,12,0.637,0.808,0.0167,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,13,0.595,0.781,1.5,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,14,0.547,0.758,2.0,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,15,0.507,0.736,2.5,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,16,0.458,0.706,3.5,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,17,0.417,0.67,4.5,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,18,0.373,0.637,5.5,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,19,0.321,0.594,7.5,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,20,0.269,0.547,9.5,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,21,0.23,0.507,11.5,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,22,0.187,0.459,14.5,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,23,0.149,0.418,18.5,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,24,0.124,0.372,22.5,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,25,0.101,0.32,28.5,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,26,0.0833,0.268,36.5,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,27,0.0731,0.228,44.5,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,28,0.0642,0.188,56.5,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,29,0.0573,0.156,68.5,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,30,0.0527,0.126,84.5,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,31,0.0476,0.101,109.0,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,32,0.0423,0.0704,141.0,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,33,0.038,0.0619,173.0,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,34,0.0329,0.046,221.0,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,35,0.0277,0.0447,285.0,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,36,0.0236,0.0251,349.0,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,37,0.0191,0.0419,445.0,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,38,0.0148,0.0242,573.0,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,39,0.0117,0.0322,701.0,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 1,40,0.00852,0.0323,893.0,aMEM_10pct-k_1s 1,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,1.0,False
aMEM_10pct-k_1s 2,1,0.865,0.0123,0.0411,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,2,0.857,0.00909,0.0447,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,3,0.849,0.00585,0.0403,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,4,0.834,0.00332,0.0306,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,5,0.82,0.00192,0.0367,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,6,0.806,0.000872,0.0433,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,7,0.779,0.000319,0.0323,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,8,0.755,0.000121,0.0383,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,9,0.732,3.01e-05,0.0381,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,10,0.701,0.864,0.0364,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,11,0.664,0.858,0.0346,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,12,0.631,0.85,0.032,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,13,0.588,0.834,0.0303,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,14,0.54,0.819,0.0319,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,15,0.5,0.806,0.0286,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,16,0.45,0.779,0.019,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,17,0.41,0.754,0.0224,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,18,0.366,0.732,0.0143,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,19,0.315,0.701,1.5,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,20,0.265,0.663,2.0,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,21,0.228,0.631,2.5,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,22,0.188,0.588,3.5,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,23,0.153,0.54,4.5,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,24,0.129,0.499,5.5,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,25,0.106,0.45,7.5,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,26,0.0869,0.409,9.5,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,27,0.0754,0.366,11.5,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,28,0.0651,0.316,14.5,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,29,0.0574,0.264,18.5,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,30,0.0529,0.228,22.5,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,31,0.0487,0.189,28.5,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,32,0.0453,0.154,36.5,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,33,0.0428,0.132,44.5,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,34,0.0398,0.103,56.5,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,35,0.0365,0.0836,68.5,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,36,0.0335,0.0673,84.5,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,37,0.0295,0.0616,109.0,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,38,0.025,0.0413,141.0,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,39,0.0213,0.0472,173.0,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 2,40,0.0168,0.0527,221.0,aMEM_10pct-k_1s 2,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,2.0,False
aMEM_10pct-k_1s 3,1,0.858,0.00612,0.0218,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,2,0.85,0.00444,0.0209,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,3,0.842,0.00279,0.0358,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,4,0.827,0.00155,0.0227,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,5,0.812,0.000876,0.0243,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,6,0.798,0.000388,0.0245,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,7,0.771,0.858,0.0196,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,8,0.747,0.849,0.0192,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,9,0.724,0.842,0.0218,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,10,0.692,0.828,0.0175,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,11,0.655,0.812,0.0166,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,12,0.622,0.799,0.0215,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,13,0.578,0.771,1.5,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,14,0.53,0.746,2.0,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,15,0.489,0.724,2.5,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,16,0.439,0.692,3.5,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,17,0.399,0.655,4.5,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,18,0.355,0.622,5.5,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,19,0.304,0.579,7.5,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,20,0.255,0.529,9.5,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,21,0.218,0.489,11.5,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,22,0.178,0.439,14.5,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,23,0.142,0.4,18.5,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,24,0.117,0.355,22.5,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,25,0.0917,0.304,28.5,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,26,0.0708,0.256,36.5,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,27,0.0578,0.218,44.5,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,28,0.046,0.177,56.5,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,29,0.0373,0.141,68.5,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,30,0.0325,0.118,84.5,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,31,0.0285,0.0926,109.0,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
aMEM_10pct-k_1s 3,32,0.0256,0.0732,141.0,aMEM_10pct-k_1s 3,aMEM_10pct-k_1s,k,kappa,100.0,ug/mL,100 ug/mL,medium,3.0,False
