Sample_Name,point_index,distribution_fit,distribution_fit_data,distribution_delay_time,sample_name_raw,sample_base,carrageenan_code,carrageenan,concentration_value,concentration_unit,concentration_label,matrix,replicate,is_mean
k_1s-100ug_mL 1,1,0.303,0.302,1.5,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,2,0.303,0.305,2.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,3,0.302,0.302,2.5,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,4,0.302,0.301,3.5,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,5,0.302,0.302,4.5,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,6,0.301,0.301,5.5,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,7,0.301,0.3,7.5,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,8,0.3,0.301,9.5,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,9,0.3,0.3,11.5,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,10,0.299,0.298,14.5,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,11,0.298,0.299,18.5,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,12,0.298,0.298,22.5,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,13,0.296,0.296,28.5,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,14,0.295,0.295,36.5,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,15,0.294,0.293,44.5,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,16,0.292,0.291,56.5,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,17,0.29,0.29,68.5,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,18,0.288,0.289,84.5,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,19,0.285,0.285,109.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,20,0.282,0.282,141.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,21,0.279,0.279,173.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,22,0.275,0.275,221.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,23,0.27,0.27,285.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,24,0.265,0.265,349.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,25,0.259,0.259,445.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,26,0.251,0.251,573.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,27,0.244,0.244,701.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,28,0.235,0.234,893.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,29,0.223,0.223,1150.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,30,0.213,0.213,1400.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,31,0.199,0.199,1790.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,32,0.183,0.183,2300.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,33,0.169,0.17,2810.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,34,0.151,0.151,3580.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,35,0.131,0.131,4600.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,36,0.115,0.114,5630.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,37,0.0949,0.0947,7160.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,38,0.0747,0.0796,9210.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,39,0.0597,0.0554,11300.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 1,40,0.0434,0.0351,14300.0,k_1s-100ug_mL 1,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,1.0,False
k_1s-100ug_mL 2,1,0.287,0.0248,0.169,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,2,0.287,0.0171,0.155,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,3,0.286,0.0102,0.137,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,4,0.286,0.00532,0.118,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,5,0.286,0.0029,0.101,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,6,0.285,0.00123,0.0788,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,7,0.285,0.000418,0.0621,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,8,0.284,0.000151,0.0537,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,9,0.284,3.49e-05,0.0435,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,10,0.283,0.287,0.0481,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,11,0.282,0.287,0.0434,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,12,0.281,0.285,0.0238,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,13,0.28,0.287,0.0319,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,14,0.279,0.285,0.0131,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,15,0.277,0.286,0.0124,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,16,0.276,0.284,0.0343,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,17,0.274,0.284,0.0264,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,18,0.272,0.284,0.0195,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,19,0.269,0.282,1.5,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,20,0.266,0.282,2.0,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,21,0.263,0.282,2.5,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,22,0.259,0.28,3.5,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,23,0.254,0.279,4.5,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,24,0.25,0.277,5.5,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,25,0.244,0.276,7.5,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,26,0.236,0.274,9.5,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,27,0.229,0.272,11.5,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,28,0.22,0.269,14.5,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,29,0.209,0.266,18.5,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,30,0.199,0.263,22.5,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,31,0.185,0.259,28.5,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,32,0.169,0.254,36.5,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,33,0.155,0.25,44.5,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,34,0.137,0.243,56.5,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,35,0.117,0.236,68.5,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,36,0.102,0.229,84.5,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,37,0.083,0.22,109.0,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,38,0.0647,0.209,141.0,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,39,0.0513,0.198,173.0,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 2,40,0.037,0.185,221.0,k_1s-100ug_mL 2,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,2.0,False
k_1s-100ug_mL 3,1,0.277,0.0153,0.0922,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,2,0.276,0.0101,0.0759,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,3,0.276,0.00571,0.0584,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,4,0.275,0.00283,0.0416,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,5,0.274,0.00147,0.0316,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,6,0.274,0.000588,0.0207,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,7,0.273,0.278,0.0229,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,8,0.273,0.275,0.0244,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,9,0.272,0.275,0.0217,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,10,0.272,0.274,0.0211,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,11,0.271,0.276,0.0115,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,12,0.27,0.274,0.0307,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,13,0.269,0.273,1.5,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,14,0.267,0.271,2.0,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,15,0.266,0.274,2.5,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,16,0.264,0.272,3.5,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,17,0.262,0.271,4.5,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,18,0.259,0.269,5.5,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,19,0.256,0.269,7.5,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,20,0.253,0.267,9.5,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,21,0.249,0.265,11.5,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,22,0.244,0.264,14.5,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,23,0.239,0.262,18.5,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,24,0.234,0.259,22.5,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,25,0.226,0.256,28.5,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,26,0.218,0.253,36.5,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,27,0.21,0.249,44.5,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,28,0.199,0.244,56.5,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,29,0.186,0.238,68.5,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,30,0.175,0.234,84.5,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,31,0.16,0.226,109.0,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,32,0.143,0.218,141.0,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,33,0.129,0.21,173.0,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,34,0.111,0.199,221.0,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,35,0.092,0.187,285.0,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,36,0.0774,0.175,349.0,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,37,0.061,0.16,445.0,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,38,0.0455,0.143,573.0,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,39,0.0348,0.129,701.0,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL 3,40,0.024,0.111,893.0,k_1s-100ug_mL 3,k_1s-100ug_mL,k,kappa,100.0,ug/mL,100 ug/mL,water,3.0,False
k_1s-100ug_mL-mean,1,0.303,0.302,1.5,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,2,0.303,0.305,2.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,3,0.302,0.302,2.5,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,4,0.302,0.301,3.5,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,5,0.302,0.302,4.5,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,6,0.301,0.301,5.5,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,7,0.301,0.3,7.5,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,8,0.3,0.301,9.5,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,9,0.3,0.3,11.5,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,10,0.299,0.298,14.5,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,11,0.298,0.299,18.5,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,12,0.298,0.298,22.5,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,13,0.296,0.296,28.5,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,14,0.295,0.295,36.5,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,15,0.294,0.293,44.5,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,16,0.292,0.291,56.5,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,17,0.29,0.29,68.5,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,18,0.288,0.289,84.5,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,19,0.285,0.285,109.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,20,0.282,0.282,141.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,21,0.279,0.279,173.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,22,0.275,0.275,221.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,23,0.27,0.27,285.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,24,0.265,0.265,349.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,25,0.259,0.259,445.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,26,0.251,0.251,573.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,27,0.244,0.244,701.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,28,0.235,0.234,893.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,29,0.223,0.223,1150.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,30,0.213,0.213,1400.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,31,0.199,0.199,1790.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,32,0.183,0.183,2300.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,33,0.169,0.17,2810.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,34,0.151,0.151,3580.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,35,0.131,0.131,4600.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,36,0.115,0.114,5630.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,37,0.0949,0.0947,7160.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,38,0.0747,0.0796,9210.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
k_1s-100ug_mL-mean,39,0.0597,0.0554,11300.0,k_1s-100ug_mL-mean,k_1s-100ug_mL-mean,k,kappa,100.0,ug/mL,100 ug/mL,water,,True
